Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,190.67,0.10633539679883998,23,8.29
Strawberry Sunshine - R,165.8,0.0924655624337739,21,7.895238095238096
Tropical Tornado - R,124.35,0.06934917182533043,15,8.29
Hawaiian Sunset - R,49.74,0.027739668730132172,6,8.290000000000001
Pirates Nectar - R,33.16,0.018493112486754778,4,8.29
Very Berry - R,33.16,0.018493112486754778,4,8.29
Mango Hurricane - S,29.45,0.01642407004628855,6,4.908333333333333
Strawberry Sunshine - S,29.45,0.01642407004628855,5,5.89
Very Berry - S,29.45,0.01642407004628855,5,5.89
Hawaiian Sunset - S,23.56,0.013139256037030839,4,5.89
Tropical Tornado - S,23.56,0.013139256037030839,4,5.89
Pirates Nectar - S,17.67,0.00985444202777313,3,5.890000000000001
Ripped Berry - R,96.69,0.05392337292956332,11,8.79
Nuttin' Better - R,70.32,0.03921699849422787,8,8.79
Banana's A Whey - R,52.74,0.029412748870670902,8,6.5925
Strawberry Storm - R,52.74,0.029412748870670902,6,8.790000000000001
Funky Monkey - R,41.45,0.023116390608443477,5,8.290000000000001
Mangosicle - S ,31.74,0.01770118788689978,6,5.29
Berry Cream Sensation - R,16.58,0.009246556243377389,2,8.29
Oatrageous Mocha - R,16.58,0.009246556243377389,2,8.29
Pineapple Freeze - R,16.58,0.009246556243377389,2,8.29
Funky Monkey - S,11.78,0.006569628018515419,2,5.89
Pineapple Freeze - S,11.78,0.006569628018515419,2,5.89
Oatrageous Mocha - S,10.58,0.005900395962299927,2,5.29
Canadian Colada - R,8.29,0.0046232781216886945,1,8.29
Mangosicle - R,8.29,0.0046232781216886945,1,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0046232781216886945,1,8.29
Canadian Colada - S,5.89,0.0032848140092577097,1,5.89
Pea (Not) Butter 2.0 - S,5.89,0.0032848140092577097,1,5.89
Mind Over Matcha - R,74.32,0.04144777201494618,8,9.29
High Impact Acai - R,65.03,0.03626680051307791,7,9.290000000000001
Pomegranate Punch - R,18.58,0.010361943003736544,2,9.29
Acai Avalanche - R,9.29,0.005180971501868272,1,9.29
Brazilian Thunder - R,44.95,0.025068317439071997,5,8.99
Ocean Mist - R,17.98,0.0100273269756288,2,8.99
Pomegranate Passion - R,17.98,0.0100273269756288,2,8.99
Pomegranate Passion - S,11.98,0.006681166694551335,2,5.99
Matcha Monsoon - R,8.99,0.0050136634878144,1,8.99
Brazilian Thunder - S,5.99,0.0033405833472756677,1,5.99
Ocean Mist - S,5.99,0.0033405833472756677,1,5.99
Tropi-Kale - R,36.36,0.020277731303329428,4,9.09
Spinach is in it - S,18.27,0.010189058055880875,3,6.09
Spinach is in it - R,18.18,0.010138865651664714,2,9.09
Tropi-Kale - S,12.18,0.006792705370587251,2,6.09
Coco Crush - R,9.09,0.005069432825832357,1,9.09
$ Whey Protein,14.0,0.007807707322514081,8,1.75
$ Chia Seeds,1.0,0.0005576933801795772,1,1.0
$ Collagen,1.0,0.0005576933801795772,1,1.0
$ Pea Protein,1.0,0.0005576933801795772,1,1.0
$ Strawberry,0.75,0.0004182700351346829,1,0.75
Add Blueberry,0.0,0.0,1,0.0
Add On Super Booster,0.0,0.0,1,0.0
Energy Booster,0.0,0.0,14,0.0
Power Booster,0.0,0.0,4,0.0
Warrior Booster,0.0,0.0,8,0.0
Wilderness Booster,0.0,0.0,2,0.0
Lemon Berry - S,5.99,0.0033405833472756677,1,5.99
Booster Ball (2),25.0,0.01394233450448943,5,5.0
Booster Ball (3),13.5,0.007528860632424293,2,6.75
Booster Ball (4),8.5,0.004740393731526406,1,8.5
Booster Ball (1),5.5,0.003067313590987675,2,2.75
Lemon & Ginger Shot - D,4.29,0.0023925046009703865,1,4.29
Lemon Ginger Tumeric and Coconut,4.29,0.0023925046009703865,1,4.29
Lemon Ginger Tumeric & Coconut S,3.29,0.001834811220790809,1,3.29
Birthday Cake - Booster Ball,0.0,0.0,5,0.0
Candy Cane - Booster Ball,0.0,0.0,3,0.0
Chocolate Chip - Booster Ball,0.0,0.0,7,0.0
Monster - Booster Ball,0.0,0.0,7,0.0
Mango Teazer - TB,19.96,0.011131559868384362,4,4.99
Pesto Chicken Panini,8.79,0.004902124811778484,1,8.79
Chicken Quesadilla,0.0,0.0,2,0.0
Chipotle Chicken Wrap,0.0,0.0,2,0.0
Egg White & Cheese Wrap,5.69,0.0031732753332217945,1,5.69
Drink - Bottled Water - 500 ml,12.45,0.006943282583235736,5,2.4899999999999998
$ Kale,1.5,0.0008365400702693658,2,0.75
$ Spinach,1.5,0.0008365400702693658,2,0.75
$ Ginger,0.75,0.0004182700351346829,1,0.75
Allergy: ,0.0,0.0,232,0.0
