Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,273.57,0.10787800876999273,33,8.29
Strawberry Sunshine - R,132.64,0.052304489100602536,16,8.29
Very Berry - R,91.19,0.03595933625666425,11,8.29
Mango Hurricane - S,88.35,0.034839427111265336,15,5.89
Very Berry - S,76.57,0.030194170163096626,13,5.89
Tropical Tornado - R,66.32,0.026152244550301268,8,8.29
Strawberry Sunshine - S,64.79,0.02554891321492792,11,5.890000000000001
Hawaiian Sunset - R,58.03,0.022883213981513613,7,8.290000000000001
Tropical Tornado - S,41.23,0.01625839931859049,7,5.89
Hawaiian Sunset - S,17.67,0.0069678854222530685,3,5.890000000000001
Pirates Nectar - R,16.58,0.006538061137575317,2,8.29
Pirates Nectar - S,5.89,0.0023226284740843557,1,5.89
Nuttin' Better - R,131.85,0.0519929650777627,15,8.79
Ripped Berry - R,114.27,0.04506056973406101,14,8.162142857142857
Banana's A Whey - R,105.48,0.041594372062210165,12,8.790000000000001
Strawberry Storm - R,96.69,0.038128174390359315,11,8.79
High Impact Acai - R,83.61,0.032970282974226314,9,9.29
Mind Over Matcha - R,74.32,0.029306918199312276,8,9.29
Pomegranate Punch - R,65.03,0.025643553424398245,7,9.290000000000001
Acai Avalanche - R,46.45,0.018316823874570176,5,9.290000000000001
Matcha Monsoon - R,44.95,0.017725322565380612,5,8.99
Pomegranate Passion - S,41.93,0.016534433262878956,7,5.99
Brazilian Thunder - R,35.96,0.014180258052304488,4,8.99
Pomegranate Passion - R,35.96,0.014180258052304488,4,8.99
Ocean Mist - R,26.97,0.010635193539228366,3,8.99
Brazilian Thunder - S,17.97,0.00708618568409098,3,5.989999999999999
Ocean Mist - S,17.97,0.00708618568409098,3,5.989999999999999
Funky Monkey - R,74.61,0.02942127511908893,9,8.29
Mangosicle - R,41.45,0.016345152843938296,5,8.290000000000001
Funky Monkey - S,17.67,0.0069678854222530685,3,5.890000000000001
Oatrageous Mocha - R,16.58,0.006538061137575317,2,8.29
Pineapple Freeze - R,16.58,0.006538061137575317,2,8.29
Mangosicle - S ,15.87,0.00625808385122559,3,5.29
Berry Cream Sensation - R,8.29,0.0032690305687876585,1,8.29
Canadian Colada - R,8.29,0.0032690305687876585,1,8.29
Canadian Colada - S,5.89,0.0023226284740843557,1,5.89
Pea (Not) Butter 2.0 - S,5.89,0.0023226284740843557,1,5.89
Pineapple Freeze - S,5.89,0.0023226284740843557,1,5.89
Tropi-Kale - R,81.81,0.032260481403198836,9,9.09
Tropi-Kale - S,36.54,0.014408971891857787,7,5.22
Spinach is in it - R,36.36,0.01433799173475504,4,9.09
Coco Crush - R,9.09,0.00358449793368876,1,9.09
Coco Crush - S,6.09,0.0024014953153096313,1,6.09
$ Whey Protein,35.0,0.013801697214423168,20,1.75
$ Pea Protein,3.0,0.0011830026183791286,3,1.0
$ Chia Seeds,2.0,0.0007886684122527524,2,1.0
$ Hemp Hearts,1.0,0.0003943342061263762,1,1.0
$ Add WowButter,0.75,0.00029575065459478214,1,0.75
$ Banana,0.75,0.00029575065459478214,1,0.75
$ Blueberry,0.75,0.00029575065459478214,1,0.75
$ Pineapple,0.75,0.00029575065459478214,1,0.75
$ Soy Protein,0.75,0.00029575065459478214,1,0.75
$ Wilderness Booster,0.5,0.0001971671030631881,1,0.5
Add Banana,0.0,0.0,1,0.0
Add Blueberry,0.0,0.0,1,0.0
Add Chocolate Almond Milk,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,5,0.0
Density Booster,0.0,0.0,3,0.0
Energy Booster,0.0,0.0,21,0.0
No Ice,0.0,0.0,1,0.0
Power Booster,0.0,0.0,2,0.0
Warrior Booster,0.0,0.0,12,0.0
Wilderness Booster,0.0,0.0,3,0.0
Lemon Berry - R,17.98,0.007090129026152244,2,8.99
Lemon Berry - S,17.97,0.00708618568409098,3,5.989999999999999
Raspberry Rapture - R,8.99,0.003545064513076122,1,8.99
Chipotle Chicken Wrap,26.37,0.010398593015552541,4,6.5925
Chipotle Chicken Panini,17.58,0.006932395343701693,3,5.859999999999999
Pesto Chicken Panini,17.58,0.006932395343701693,2,8.79
Artisan Grilled Cheese,13.18,0.005197324836745639,2,6.59
Lemon & Ginger Shot - S,13.16,0.005189438152623111,4,3.29
Lemon & Ginger Shot - D,8.58,0.003383387488564308,2,4.29
Lemon Ginger Tumeric and Coconut,4.29,0.001691693744282154,1,4.29
Lemon Ginger Tumeric & Coconut S,3.29,0.0012973595381557779,1,3.29
Booster Ball (2),15.0,0.005915013091895643,3,5.0
Booster Ball (3),6.75,0.0026617558913530396,1,6.75
Booster Ball (1),5.5,0.002168838133695069,2,2.75
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,4,0.0
Monster - Booster Ball,0.0,0.0,1,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,5,0.0
Drink - Bottled Water - 500 ml,9.96,0.003927568693018708,4,2.49
"""Protein & Co"" Bar",3.69,0.0014550932206063283,1,3.69
Condiments (Retail/Merchandise),0.0,0.0,1,0.0
Chocolate Peanut - Protein & Co,0.0,0.0,1,0.0
Mango Teazer - TB,9.98,0.003935455377141235,2,4.99
$ Ginger,0.75,0.00029575065459478214,1,0.75
$ Spinach,0.75,0.00029575065459478214,1,0.75
Add Ginger,0.0,0.0,1,0.0
Allergy: ,0.0,0.0,323,0.0
ALLERGY: milk/dairy,0.0,0.0,1,0.0
