Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,198.96,0.06809920523545158,24,8.290000000000001
Strawberry Sunshine - R,149.22,0.051074403926588685,18,8.29
Very Berry - R,116.06,0.03972453638734676,14,8.290000000000001
Hawaiian Sunset - R,66.32,0.022699735078483857,8,8.29
Tropical Tornado - R,66.32,0.022699735078483857,8,8.29
Mango Hurricane - S,53.01,0.018144043373197066,10,5.301
Strawberry Sunshine - S,35.34,0.012096028915464711,6,5.890000000000001
Tropical Tornado - S,35.34,0.012096028915464711,6,5.890000000000001
Very Berry - S,35.34,0.012096028915464711,6,5.890000000000001
Pirates Nectar - R,24.87,0.005674933769620964,3,5.526666666666666
Hawaiian Sunset - S,11.78,0.004032009638488237,2,5.89
Pirates Nectar - S,11.78,0.004032009638488237,2,5.89
Nuttin' Better - R,219.75,0.07521512037842021,25,8.79
Ripped Berry - R,193.38,0.06618930593300978,22,8.79
Strawberry Storm - R,184.59,0.06318070111787298,22,8.390454545454546
Banana's A Whey - R,175.8,0.06017209630273617,21,8.371428571428572
Funky Monkey - R,58.03,0.01986226819367338,7,8.290000000000001
Funky Monkey - S,47.12,0.016128038553952947,8,5.89
Berry Cream Sensation - R,33.16,0.011349867539241928,4,8.29
Mangosicle - R,24.87,0.008512400654431448,3,8.290000000000001
Oatrageous Mocha - R,24.87,0.008512400654431448,3,8.290000000000001
Pea (Not) Butter 2.0 - R,24.87,0.008512400654431448,3,8.290000000000001
Canadian Colada - S,23.56,0.008064019276976473,4,5.89
Oatrageous Mocha - S,21.16,0.007242557211410109,4,5.29
Pineapple Freeze - R,16.58,0.005674933769620964,2,8.29
Mangosicle - S ,15.87,0.005431917908557582,3,5.29
Berry Cream Sensation - S,11.78,0.004032009638488237,2,5.89
Canadian Colada - R,8.29,0.002837466884810482,1,8.29
Pineapple Freeze - S,5.89,0.0020160048192441184,1,5.89
Pea (Not) Butter 2.0 - S,0.0,0.0,0,0.0
High Impact Acai - R,102.19,0.03179742745463134,11,8.445454545454545
Pomegranate Punch - R,74.32,0.02543794196370507,8,9.29
Acai Avalanche - R,65.03,0.022258199218241938,7,9.290000000000001
Mind Over Matcha - R,65.03,0.022258199218241938,8,8.12875
Spinach is in it - R,90.9,0.03111287573332604,10,9.09
Tropi-Kale - R,72.72,0.024890300586660828,8,9.09
Tropi-Kale - S,24.36,0.008337839965498594,4,6.09
Coco Crush - R,18.18,0.006222575146665207,2,9.09
Coco Crush - S,12.18,0.004168919982749297,2,6.09
Spinach is in it - S,6.09,0.0020844599913746485,1,6.09
Brazilian Thunder - R,44.95,0.015385299936336694,7,6.421428571428572
Pomegranate Passion - R,44.95,0.015385299936336694,5,8.99
Matcha Monsoon - R,35.96,0.012308239949069355,4,8.99
Ocean Mist - R,26.97,0.009231179961802016,3,8.99
Pomegranate Passion - S,23.96,0.008200929621237535,4,5.99
Matcha Monsoon - S,17.97,0.0061506972159281505,3,5.989999999999999
$ Whey Protein,45.5,0.015573551659695652,26,1.75
$ Chia Seeds,6.0,0.00205365516391591,6,1.0
$ Collagen,3.0,0.001026827581957955,3,1.0
$ Energy Booster,2.0,0.0006845517213053034,4,0.5
$ Add WowButter,1.5,0.0005134137909789775,2,0.75
$ Hemp Hearts,1.0,0.0003422758606526517,1,1.0
$ Pea Protein,1.0,0.0003422758606526517,1,1.0
$ Banana,0.75,0.00025670689548948876,1,0.75
$ Combo Booster,0.5,0.00017113793032632585,1,0.5
Add Chocolate Almond Milk,0.0,0.0,2,0.0
Add Mango,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,3,0.0
Combo Booster,0.0,0.0,10,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,20,0.0
No Ice,0.0,0.0,2,0.0
No Pineapple Juice,0.0,0.0,2,0.0
No Skim Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,12,0.0
Warrior Booster,0.0,0.0,5,0.0
Wilderness Booster,0.0,0.0,1,0.0
Lemon Berry - R,17.98,0.006154119974534677,2,8.99
Go Mango - R,8.99,0.0030770599872673387,1,8.99
Booster Ball (1),27.5,0.009412586167947922,10,2.75
Booster Ball (2),25.0,0.008556896516316291,5,5.0
Booster Ball (3),20.25,0.0069310861782161965,3,6.75
Booster Ball (4),17.0,0.005818689631095078,2,8.5
Birthday Cake - Booster Ball,0.0,0.0,5,0.0
Chocolate Chip - Booster Ball,0.0,0.0,11,0.0
Monster - Booster Ball,0.0,0.0,14,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,7,0.0
Egg White & Cheese Wrap,22.76,0.007790198588454353,4,5.69
Chipotle Chicken Wrap,8.79,0.003008604815136808,4,2.1975
Artisan Grilled Cheese,6.59,0.0022555979217009745,1,6.59
Chipotle Chicken Panini,0.0,0.0,2,0.0
Pesto Chicken Panini,0.0,0.0,1,0.0
"""Protein & Co"" Bar",3.69,0.0012629979258082847,1,3.69
Drink - Bottled Water - 500 ml,2.49,0.0008522668930251027,1,2.49
Condiments (Retail/Merchandise),0.0,0.0,1,0.0
Chocolate Peanut - Protein & Co,0.0,0.0,1,0.0
$ Ginger,0.75,0.00025670689548948876,1,0.75
$ Spinach,0.75,0.00025670689548948876,1,0.75
Allergy: ,0.0,0.0,366,0.0
