Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,116.06,0.059809635710567945,15,7.737333333333334
Strawberry Sunshine - R,82.9,0.04272116836469139,10,8.290000000000001
Very Berry - R,74.61,0.03844905152822225,9,8.29
Tropical Tornado - R,66.32,0.034176934691753105,9,7.368888888888888
Mango Hurricane - S,58.9,0.03035315822292307,10,5.89
Hawaiian Sunset - R,58.03,0.029904817855283972,7,8.290000000000001
Strawberry Sunshine - S,29.45,0.015176579111461535,5,5.89
Tropical Tornado - S,29.45,0.015176579111461535,5,5.89
Hawaiian Sunset - S,23.56,0.012141263289169228,4,5.89
Very Berry - S,17.67,0.009105947466876922,3,5.890000000000001
Pirates Nectar - R,16.58,0.008544233672938276,2,8.29
Pirates Nectar - S,5.89,0.003035315822292307,1,5.89
Ripped Berry - R,131.85,0.06794675571633968,15,8.79
Nuttin' Better - R,96.69,0.0498276208586491,11,8.79
Banana's A Whey - R,70.32,0.03623826971538116,8,8.79
Strawberry Storm - R,43.95,0.02264891857211323,5,8.790000000000001
Banango Burst - R,8.79,0.004529783714422645,1,8.79
Pomegranate Punch - R,92.9,0.04787450592376152,10,9.290000000000001
High Impact Acai - R,83.61,0.04308705533138537,10,8.361
Mind Over Matcha - R,55.74,0.028724703554256912,6,9.290000000000001
Acai Avalanche - R,46.45,0.02393725296188076,5,9.290000000000001
Ocean Mist - R,44.95,0.023164252328020243,5,8.99
Pomegranate Passion - S,29.95,0.015434245989415042,5,5.99
Brazilian Thunder - R,26.97,0.013898551396812142,3,8.99
Matcha Monsoon - R,17.98,0.009265700931208097,3,5.993333333333333
Pomegranate Passion - R,17.98,0.009265700931208097,2,8.99
Brazilian Thunder - S,11.98,0.006173698395766017,2,5.99
Matcha Monsoon - S,11.98,0.006173698395766017,2,5.99
Funky Monkey - R,33.16,0.017088467345876553,4,8.29
Pineapple Freeze - R,33.16,0.017088467345876553,4,8.29
Berry Cream Sensation - R,16.58,0.008544233672938276,2,8.29
Pea (Not) Butter 2.0 - R,16.58,0.008544233672938276,2,8.29
Berry Cream Sensation - S,11.78,0.006070631644584614,2,5.89
Canadian Colada - S,11.78,0.006070631644584614,2,5.89
Mangosicle - S ,10.58,0.0054522311374961985,2,5.29
Canadian Colada - R,8.29,0.004272116836469138,1,8.29
Funky Monkey - S,5.89,0.003035315822292307,1,5.89
Oatrageous Mocha - S,0.0,0.0,1,0.0
Tropi-Kale - S,48.72,0.02510706058778968,8,6.09
Tropi-Kale - R,27.27,0.014053151523584247,3,9.09
Coco Crush - R,18.18,0.009368767682389497,2,9.09
Spinach is in it - R,18.18,0.009368767682389497,2,9.09
Coco Crush - S,12.18,0.00627676514694742,2,6.09
Spinach is in it - S,6.09,0.00313838257347371,1,6.09
Tea Blend Combo ,12.69,0.006539585362459997,1,12.69
Lemon Berry - R,44.95,0.023164252328020243,5,8.99
Gingerbread - R,8.99,0.004632850465604048,1,8.99
Lemon Berry - S,5.99,0.0030868491978830086,1,5.99
$ Whey Protein,17.5,0.00901834072837273,10,1.75
$ Collagen,1.0,0.0005153337559070131,1,1.0
$ Hemp Hearts,1.0,0.0005153337559070131,1,1.0
$ Pea Protein,1.0,0.0005153337559070131,1,1.0
$ Banana,0.75,0.00038650031693025983,1,0.75
$ Lemon,0.75,0.00038650031693025983,1,0.75
$ Combo Booster,0.5,0.00025766687795350654,1,0.5
$ Energy Booster,0.5,0.00025766687795350654,1,0.5
$ Warrior Booster,0.5,0.00025766687795350654,1,0.5
Add Oat Milk,0.0,0.0,1,0.0
Add Pineapple Juice,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,4,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,13,0.0
Power Booster,0.0,0.0,5,0.0
Warrior Booster,0.0,0.0,4,0.0
Wilderness Booster,0.0,0.0,3,0.0
Booster Ball (3),20.25,0.010435508557117015,3,6.75
Booster Ball (2),20.0,0.010306675118140263,4,5.0
Booster Ball (1),8.25,0.004251503486232858,3,2.75
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,10,0.0
Monster - Booster Ball,0.0,0.0,3,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,6,0.0
Artisan Grilled Cheese,19.77,0.010188148354281648,3,6.59
Chicken Quesadilla,8.79,0.004529783714422645,2,4.395
Chipotle Chicken Panini,8.79,0.004529783714422645,1,8.79
Chipotle Chicken Wrap,8.79,0.004529783714422645,5,1.7579999999999998
Pesto Chicken Panini,0.0,0.0,1,0.0
Mango Teazer - TB,9.98,0.005143030883951991,3,3.3266666666666667
Drink - Bottled Water - 500 ml,7.47,0.003849543156625388,3,2.4899999999999998
$ Spinach,2.25,0.0011595009507907796,3,0.75
$ Ginger,0.75,0.00038650031693025983,1,0.75
Allergy: ,0.0,0.0,246,0.0
