Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,190.67,0.14154529122681983,23,8.29
Strawberry Sunshine - R,82.9,0.05538728787136429,10,7.461
Mango Hurricane - S,70.68,0.0524698231704601,12,5.890000000000001
Strawberry Sunshine - S,41.23,0.02623491158523005,7,5.048571428571429
Tropical Tornado - R,33.16,0.024616572387273015,4,8.29
Very Berry - R,24.87,0.018462429290454763,3,8.290000000000001
Very Berry - S,17.67,0.013117455792615026,3,5.890000000000001
Hawaiian Sunset - R,16.58,0.012308286193636508,2,8.29
Tropical Tornado - S,11.78,0.008744970528410017,2,5.89
Nuttin' Better - R,52.74,0.03915193087167609,6,8.790000000000001
Strawberry Storm - R,52.74,0.03915193087167609,6,8.790000000000001
Ripped Berry - R,43.95,0.03262660905973007,5,8.790000000000001
Banana's A Whey - R,35.16,0.026101287247784054,4,8.79
Funky Monkey - R,41.45,0.030770715484091275,5,8.290000000000001
Berry Cream Sensation - R,33.16,0.024616572387273015,4,8.29
Canadian Colada - R,33.16,0.024616572387273015,4,8.29
Pineapple Freeze - S,17.67,0.013117455792615026,3,5.890000000000001
Mangosicle - S ,10.58,0.007854141612103393,2,5.29
Mangosicle - R,8.29,0.006154143096818254,1,8.29
Oatrageous Mocha - R,8.29,0.006154143096818254,1,8.29
Pineapple Freeze - R,8.29,0.006154143096818254,1,8.29
Pea (Not) Butter 2.0 - S,5.89,0.004372485264205008,1,5.89
Brazilian Thunder - R,35.96,0.026695173191988473,4,8.99
Pomegranate Passion - R,35.96,0.026695173191988473,4,8.99
Matcha Monsoon - R,26.97,0.020021379893991352,3,8.99
Brazilian Thunder - S,23.96,0.017786884028922242,4,5.99
Pomegranate Passion - S,17.97,0.01334016302169168,3,5.989999999999999
Ocean Mist - R,8.99,0.006673793297997118,1,8.99
Pomegranate Punch - R,46.45,0.03448250263536887,5,9.290000000000001
High Impact Acai - R,37.16,0.02758600210829509,4,9.29
Mind Over Matcha - R,37.16,0.02758600210829509,4,9.29
Tropi-Kale - R,72.72,0.05398423232818136,8,9.09
Spinach is in it - R,9.09,0.00674802904102267,1,9.09
Lemon Berry - R,44.95,0.033368966489985594,5,8.99
Lemon Berry - S,11.98,0.008893442014461121,2,5.99
Gingerbread - R,8.99,0.006673793297997118,1,8.99
$ Whey Protein,21.0,0.015589506035365904,12,1.75
$ Chia Seeds,3.0,0.0022270722907665576,3,1.0
$ Add WowButter,1.5,0.0011135361453832788,2,0.75
$ Strawberry,1.5,0.0011135361453832788,2,0.75
$ Collagen,1.0,0.0007423574302555192,1,1.0
$ Hemp Hearts,1.0,0.0007423574302555192,1,1.0
$ Warrior Booster,1.0,0.0007423574302555192,2,0.5
$ Blueberry,0.75,0.0005567680726916394,1,0.75
$ Density Booster,0.5,0.0003711787151277596,1,0.5
$ Energy Booster,0.5,0.0003711787151277596,1,0.5
$ Wilderness Booster,0.5,0.0003711787151277596,1,0.5
Combo Booster,0.0,0.0,2,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,18,0.0
No Ice,0.0,0.0,1,0.0
No Pineapple Juice,0.0,0.0,1,0.0
Warrior Booster,0.0,0.0,6,0.0
Wilderness Booster,0.0,0.0,3,0.0
Booster Ball (2),10.0,0.007423574302555192,2,5.0
Booster Ball (4),8.5,0.006310038157171913,1,8.5
Booster Ball (3),6.75,0.005010912654224754,1,6.75
Booster Ball (1),5.5,0.0040829658664053555,2,2.75
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,8,0.0
Monster - Booster Ball,0.0,0.0,3,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,1,0.0
Mango Teazer - TB,19.96,0.011113090730925123,4,3.7425
Chipotle Chicken Panini,8.79,0.006525321811946014,1,8.79
Artisan Grilled Cheese,6.59,0.004892135465383872,1,6.59
Drink - Bottled Water - 500 ml,4.98,0.003696940002672486,2,2.49
"""Protein & Co"" Bar",3.69,0.002739298917642866,1,3.69
Condiments (Retail/Merchandise),0.0,0.0,1,0.0
Hazelnut Nougat - Protein & Co,0.0,0.0,1,0.0
Allergy: ,0.0,0.0,174,0.0
ALLERGY: milk/dairy,0.0,0.0,1,0.0
