Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,149.22,0.10375545722931041,18,7.829444444444444
Strawberry Sunshine - R,107.77,0.07934240846947266,13,8.29
Mango Hurricane - S,64.79,0.04769968121682411,11,5.890000000000001
Hawaiian Sunset - R,58.03,0.04272283532971605,7,8.290000000000001
Tropical Tornado - R,49.74,0.03661957313975661,6,8.290000000000001
Strawberry Sunshine - S,35.34,0.026018007936449514,6,5.890000000000001
Very Berry - S,35.34,0.026018007936449514,6,5.890000000000001
Pirates Nectar - R,24.87,0.018309786569878306,3,8.290000000000001
Very Berry - R,24.87,0.018309786569878306,3,8.290000000000001
Hawaiian Sunset - S,17.67,0.013009003968224757,3,5.890000000000001
Tropical Tornado - S,11.78,0.008672669312149836,2,5.89
Ripped Berry - R,87.9,0.06471372092852043,10,8.790000000000001
Nuttin' Better - R,52.74,0.03882823255711226,6,8.790000000000001
Strawberry Storm - R,43.95,0.032356860464260215,5,8.790000000000001
Banana's A Whey - R,35.16,0.02588548837140817,4,8.79
Pineapple Freeze - R,66.32,0.04882609751967548,8,8.29
Funky Monkey - R,24.87,0.018309786569878306,3,8.290000000000001
Funky Monkey - S,17.67,0.013009003968224757,3,5.890000000000001
Berry Cream Sensation - R,16.58,0.01220652437991887,2,8.29
Canadian Colada - R,16.58,0.01220652437991887,2,8.29
Mangosicle - S ,10.58,0.007789205545207579,2,5.29
Berry Cream Sensation - S,5.89,0.004336334656074918,1,5.89
Oatrageous Mocha - S,5.29,0.0038946027726037896,1,5.29
Tropi-Kale - R,63.63,0.046845666242113254,7,9.09
Spinach is in it - R,36.36,0.02676895213835043,4,9.09
Tropi-Kale - S,24.36,0.017934314468927848,5,4.872
Pomegranate Passion - S,35.94,0.026459739819920638,6,5.989999999999999
Brazilian Thunder - R,26.97,0.01985584816202726,3,8.99
Ocean Mist - R,17.98,0.013237232108018172,2,8.99
Pomegranate Passion - R,17.98,0.013237232108018172,2,8.99
Brazilian Thunder - S,11.98,0.008819913273306881,2,5.99
Matcha Monsoon - S,5.99,0.0044099566366534405,1,5.99
Acai Avalanche - R,27.87,0.020518445987233954,3,9.290000000000001
High Impact Acai - R,27.87,0.020518445987233954,3,9.290000000000001
Mind Over Matcha - R,9.29,0.0068394819957446505,1,9.29
Pomegranate Punch - R,9.29,0.0068394819957446505,1,9.29
$ Whey Protein,8.75,0.006441923300620635,5,1.75
$ Chia Seeds,2.0,0.0014724396115704307,2,1.0
$ Collagen,2.0,0.0014724396115704307,2,1.0
$ Warrior Booster,2.0,0.0014724396115704307,4,0.5
$ Strawberry,1.5,0.001104329708677823,2,0.75
$ Add WowButter,0.75,0.0005521648543389115,1,0.75
$ Energy Booster,0.5,0.00036810990289260767,1,0.5
Combo Booster,0.0,0.0,9,0.0
Density Booster,0.0,0.0,1,0.0
Energy Booster,0.0,0.0,13,0.0
Power Booster,0.0,0.0,5,0.0
Warrior Booster,0.0,0.0,4,0.0
Wilderness Booster,0.0,0.0,1,0.0
Booster Ball (2),15.0,0.011043297086778231,3,5.0
Booster Ball (1),5.5,0.004049208931818684,2,2.75
Lemon Ginger Tumeric & Coconut S,3.29,0.0024221631610333587,1,3.29
Chocolate Chip - Booster Ball,0.0,0.0,2,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,6,0.0
Chicken Quesadilla,17.58,0.012942744185704085,2,8.79
Chipotle Chicken Panini,0.0,0.0,1,0.0
Drink - Bottled Water - 500 ml,7.47,0.005499561949215559,3,2.4899999999999998
Mango Teazer - TB,4.99,0.003673736830868225,1,4.99
$ Spinach,3.0,0.002208659417355646,4,0.75
Allergy: ,0.0,0.0,177,0.0
