Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Strawberry Sunshine - R,140.93,0.06127662719843298,17,7.80235294117647
Mango Hurricane - R,116.06,0.053617048798628865,15,7.737333333333334
Tropical Tornado - R,82.9,0.03829789199902062,11,7.536363636363637
Strawberry Sunshine - S,64.79,0.029931488813227332,11,5.890000000000001
Very Berry - R,58.03,0.026808524399314432,7,8.290000000000001
Hawaiian Sunset - R,49.74,0.02297873519941237,6,8.290000000000001
Mango Hurricane - S,47.12,0.021768355500528965,9,5.235555555555555
Very Berry - S,41.23,0.019047311062962844,7,5.89
Pirates Nectar - R,33.16,0.015319156799608245,4,8.29
Tropical Tornado - S,29.45,0.013605222187830604,5,5.89
Hawaiian Sunset - S,0.0,0.0,0,0.0
Nuttin' Better - R,175.8,0.08121555384110765,20,8.790000000000001
Ripped Berry - R,149.43,0.0690332207649415,17,8.790000000000001
Strawberry Storm - R,140.64,0.06497244307288612,16,8.79
Banana's A Whey - R,70.32,0.03248622153644306,8,8.79
Banango Burst - R,8.79,0.004060777692055382,1,8.79
Acai Avalanche - R,102.19,0.047209428026295734,11,9.29
High Impact Acai - R,92.9,0.042917661842087035,10,9.290000000000001
Pomegranate Punch - R,55.74,0.02575059710525222,6,9.290000000000001
Mind Over Matcha - R,46.45,0.021458830921043517,5,9.290000000000001
Tropi-Kale - R,36.36,0.0167974831493895,4,9.09
Tropi-Kale - S,30.45,0.014067199172137246,5,6.09
Spinach is in it - R,27.27,0.012598112362042125,3,9.09
Spinach is in it - S,24.36,0.011253759337709796,4,6.09
Coco Crush - R,18.18,0.00839874157469475,2,9.09
Funky Monkey - R,33.16,0.015319156799608245,4,8.29
Funky Monkey - S,17.67,0.008163133312698363,3,5.890000000000001
Oatrageous Mocha - R,16.58,0.007659578399804122,2,8.29
Pea (Not) Butter 2.0 - R,16.58,0.007659578399804122,2,8.29
Berry Cream Sensation - R,8.29,0.003829789199902061,1,8.29
Canadian Colada - R,8.29,0.003829789199902061,1,8.29
Mangosicle - R,8.29,0.003829789199902061,1,8.29
Pineapple Freeze - R,8.29,0.003829789199902061,1,8.29
Canadian Colada - S,5.89,0.0027210444375661206,1,5.89
Pomegranate Passion - R,62.93,0.029072211622416976,7,8.99
Brazilian Thunder - R,8.99,0.004153173088916711,1,8.99
Matcha Monsoon - R,8.99,0.004153173088916711,2,4.495
Ocean Mist - R,8.99,0.004153173088916711,1,8.99
Matcha Monsoon - S,5.99,0.002767242135996785,1,5.99
Ocean Mist - S,5.99,0.002767242135996785,1,5.99
Pomegranate Passion - S,5.99,0.002767242135996785,2,2.995
$ Whey Protein,19.25,0.008893056947902857,11,1.75
$ Pea Protein,3.0,0.0013859309529199258,3,1.0
$ Add WowButter,2.25,0.0010394482146899443,3,0.75
$ Chia Seeds,2.0,0.0009239539686132838,2,1.0
$ Collagen,1.0,0.0004619769843066419,1,1.0
$ Warrior Booster,1.0,0.0004619769843066419,2,0.5
$ Banana,0.75,0.00034648273822998144,1,0.75
$ Energy Booster,0.5,0.00023098849215332095,1,0.5
Add Chocolate Almond Milk,0.0,0.0,2,0.0
Add Coconut Water,0.0,0.0,1,0.0
Add Pinapple,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,4,0.0
Density Booster,0.0,0.0,5,0.0
Energy Booster,0.0,0.0,16,0.0
No Acai,0.0,0.0,1,0.0
No Ice,0.0,0.0,1,0.0
Power Booster,0.0,0.0,3,0.0
Warrior Booster,0.0,0.0,10,0.0
Gingerbread - R,8.99,0.004153173088916711,1,8.99
Lemon Berry - R,8.99,0.004153173088916711,1,8.99
Chipotle Chicken Wrap,17.58,0.008121555384110765,4,4.395
Pesto Chicken Panini,17.58,0.008121555384110765,2,8.79
Chicken Quesadilla,8.79,0.004060777692055382,3,2.9299999999999997
Chipotle Chicken Panini,8.79,0.004060777692055382,2,4.395
Egg White & Cheese Wrap,28.45,0.013143245203523963,5,5.6899999999999995
Booster Ball (3),20.25,0.0093550339322095,3,6.75
Booster Ball (2),10.0,0.004619769843066419,2,5.0
Booster Ball (4),8.5,0.003926804366606456,1,8.5
Booster Ball (1),8.25,0.003811310120529796,3,2.75
Lemon & Ginger Shot - S,6.58,0.003039808556737704,2,3.29
Lemon Ginger Tumeric & Coconut S,3.29,0.001519904278368852,1,3.29
Birthday Cake - Booster Ball,0.0,0.0,4,0.0
Chocolate Chip - Booster Ball,0.0,0.0,10,0.0
Monster - Booster Ball,0.0,0.0,2,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,4,0.0
Mango Teazer - TB,14.97,0.00691579545507043,3,4.99
Almighty Acai Blend,5.99,0.002767242135996785,1,5.99
Drink - Bottled Water - 500 ml,12.45,0.005751613454617692,5,2.4899999999999998
$ Spinach,3.0,0.0013859309529199258,4,0.75
$ Kale,0.75,0.00034648273822998144,1,0.75
Allergy: ,0.0,0.0,274,0.0
ALLERGY: milk/dairy,0.0,0.0,3,0.0
Don't Make,0.0,0.0,0,0.0
