Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,190.67,0.09223765939743415,24,7.944583333333333
Strawberry Sunshine - R,182.38,0.08822732638015442,22,8.29
Strawberry Sunshine - S,70.68,0.03419183807736218,12,5.890000000000001
Hawaiian Sunset - R,66.32,0.03208266413823797,8,8.29
Tropical Tornado - R,66.32,0.03208266413823797,8,8.29
Very Berry - R,49.74,0.02406199810367848,6,8.290000000000001
Mango Hurricane - S,47.12,0.022794558718241452,8,5.89
Tropical Tornado - S,35.34,0.01709591903868109,6,5.890000000000001
Hawaiian Sunset - S,17.67,0.008547959519340545,3,5.890000000000001
Pirates Nectar - R,16.58,0.008020666034559492,2,8.29
Pirates Nectar - S,11.78,0.005698639679560363,2,5.89
Very Berry - S,11.78,0.005698639679560363,2,5.89
Ripped Berry - R,96.69,0.04677431838851371,11,8.79
Nuttin' Better - R,87.9,0.04252210762592156,10,8.790000000000001
Banana's A Whey - R,79.11,0.0382698968633294,9,8.79
Strawberry Storm - R,70.32,0.03401768610073724,8,8.79
Brazilian Thunder - R,62.93,0.030442733025019836,7,8.99
Pomegranate Passion - R,53.94,0.021744809303585598,6,7.491666666666667
Ocean Mist - R,35.96,0.017395847442868477,4,8.99
Brazilian Thunder - S,29.95,0.014488476944213317,5,5.99
Pomegranate Passion - S,23.96,0.011590781555370655,4,5.99
Matcha Monsoon - R,17.98,0.008697923721434239,2,8.99
Matcha Monsoon - S,11.98,0.005795390777685328,2,5.99
Ocean Mist - S,5.99,0.002897695388842664,1,5.99
Mind Over Matcha - R,102.19,0.04943497358695022,12,8.515833333333333
High Impact Acai - R,74.32,0.03595270806323652,8,9.29
Acai Avalanche - R,27.87,0.013482265523713696,3,9.290000000000001
Pomegranate Punch - R,9.29,0.004494088507904565,2,4.645
Funky Monkey - S,41.23,0.01994523887846127,7,5.89
Canadian Colada - R,24.87,0.01203099905183924,3,8.290000000000001
Pineapple Freeze - R,24.87,0.01203099905183924,3,8.290000000000001
Berry Cream Sensation - R,16.58,0.008020666034559492,2,8.29
Funky Monkey - R,16.58,0.008020666034559492,2,8.29
Mangosicle - R,16.58,0.008020666034559492,2,8.29
Pea (Not) Butter 2.0 - R,16.58,0.008020666034559492,2,8.29
Berry Cream Sensation - S,11.78,0.005698639679560363,2,5.89
Oatrageous Mocha - S,10.58,0.005118133090810581,2,5.29
Oatrageous Mocha - R,8.29,0.004010333017279746,1,8.29
Pineapple Freeze - S,5.89,0.0028493198397801815,1,5.89
Tropi-Kale - R,72.72,0.03517869927823681,8,9.09
Tropi-Kale - S,18.27,0.008838212813715437,3,6.09
Spinach is in it - R,18.18,0.008794674819559202,2,9.09
Wildberry Rush - R,9.09,0.004397337409779601,1,9.09
Spinach is in it - S,6.09,0.0029460709379051453,1,6.09
Lemon Berry - R,17.98,0.008697923721434239,2,8.99
Lemon Berry - S,5.99,0.002897695388842664,1,5.99
$ Whey Protein,14.0,0.006772576868747461,8,1.75
$ Energy Booster,1.0,0.00048375549062481865,2,0.5
$ Hemp Hearts,1.0,0.00048375549062481865,1,1.0
$ Pea Protein,1.0,0.00048375549062481865,1,1.0
$ Add WowButter,0.75,0.00036281661796861396,1,0.75
$ Blueberry,0.75,0.00036281661796861396,1,0.75
$ Mango,0.75,0.00036281661796861396,1,0.75
$ Pineapple,0.75,0.00036281661796861396,1,0.75
$ Strawberry,0.75,0.00036281661796861396,1,0.75
$ Combo Booster,0.5,0.00024187774531240933,1,0.5
Add Banana,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,3,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,14,0.0
Power Booster,0.0,0.0,3,0.0
Warrior Booster,0.0,0.0,9,0.0
Wilderness Booster,0.0,0.0,1,0.0
Booster Ball (2),30.0,0.014512664718744558,6,5.0
Booster Ball (3),13.5,0.006530699123435051,2,6.75
Booster Ball (4),8.5,0.004111921670310958,1,8.5
Booster Ball (1),5.5,0.0013303275992182513,2,1.375
Lemon & Ginger Shot - D,12.87,0.006225933164341415,3,4.29
Lemon Ginger Tumeric and Coconut,4.29,0.002075311054780472,1,4.29
Birthday Cake - Booster Ball,0.0,0.0,2,0.0
Chocolate Chip - Booster Ball,0.0,0.0,6,0.0
Monster - Booster Ball,0.0,0.0,10,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,6,0.0
Mango Teazer - TB,14.97,0.007241819694653535,3,4.99
Matcha On My Mind Blend,5.99,0.002897695388842664,1,5.99
Drink - Bottled Water - 500 ml,12.45,0.006022755858278992,5,2.4899999999999998
$ Ginger,1.5,0.0007256332359372279,2,0.75
Chicken Quesadilla,0.0,0.0,2,0.0
Pesto Chicken Panini,0.0,0.0,1,0.0
Allergy: ,0.0,0.0,266,0.0
