Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Tropical Tornado - R,149.22,0.08523699792547434,18,7.829444444444444
Mango Hurricane - R,124.35,0.07520911581659499,15,8.29
Strawberry Sunshine - R,107.77,0.06016729265327601,13,7.6523076923076925
Strawberry Sunshine - S,88.35,0.053435668535554225,15,5.89
Hawaiian Sunset - R,33.16,0.020055764217758665,4,8.29
Mango Hurricane - S,29.45,0.01781188951185141,5,5.89
Very Berry - R,24.87,0.010027882108879333,3,5.526666666666666
Very Berry - S,23.56,0.014249511609481126,4,5.89
Hawaiian Sunset - S,17.67,0.010687133707110847,3,5.890000000000001
Acai Avalanche - R,92.9,0.056187590344685776,10,9.290000000000001
Mind Over Matcha - R,65.03,0.03933131324128004,7,9.290000000000001
High Impact Acai - R,55.74,0.03371255420681146,6,9.290000000000001
Pomegranate Punch - R,55.74,0.03371255420681146,6,9.290000000000001
Nuttin' Better - R,105.48,0.06379620053344946,12,8.790000000000001
Ripped Berry - R,61.53,0.03721445031117886,7,8.790000000000001
Banana's A Whey - R,43.95,0.026581750222270613,5,8.790000000000001
Strawberry Storm - R,35.16,0.021265400177816484,4,8.79
Funky Monkey - R,66.32,0.04011152843551733,8,8.29
Funky Monkey - S,35.34,0.021374267414221694,6,5.890000000000001
Canadian Colada - R,33.16,0.020055764217758665,5,6.632
Berry Cream Sensation - R,16.58,0.010027882108879333,2,8.29
Oatrageous Mocha - R,16.58,0.010027882108879333,2,8.29
Pea (Not) Butter 2.0 - R,16.58,0.010027882108879333,2,8.29
Mangosicle - R,8.29,0.005013941054439666,1,8.29
Berry Cream Sensation - S,5.89,0.0035623779023702816,1,5.89
Pea (Not) Butter 2.0 - S,5.89,0.0035623779023702816,1,5.89
Mangosicle - S ,5.29,0.003199487114352936,1,5.29
Spinach is in it - R,54.54,0.03298677263077677,6,9.09
Tropi-Kale - R,45.45,0.02748897719231398,5,9.09
Spinach is in it - S,12.18,0.007366682996752128,2,6.09
Tropi-Kale - S,12.18,0.007366682996752128,2,6.09
Coco Crush - R,9.09,0.005497795438462795,1,9.09
Coco Crush - S,6.09,0.003683341498376064,1,6.09
Pomegranate Passion - R,26.97,0.016311940921379713,3,8.99
Ocean Mist - S,23.96,0.014491438801492692,4,5.99
Brazilian Thunder - R,17.98,0.010874627280919808,2,8.99
Matcha Monsoon - R,17.98,0.010874627280919808,2,8.99
Ocean Mist - R,8.99,0.005437313640459904,1,8.99
Matcha Monsoon - S,5.99,0.003622859700373173,1,5.99
$ Whey Protein,15.75,0.009525883185455337,9,1.75
$ Pea Protein,2.0,0.0012096359600578207,2,1.0
$ Strawberry,1.5,0.0009072269700433655,2,0.75
$ Chia Seeds,1.0,0.0006048179800289104,1,1.0
$ Hemp Hearts,1.0,0.0006048179800289104,1,1.0
$ Add WowButter,0.75,0.00045361348502168276,1,0.75
$ Density Booster,0.5,0.0003024089900144552,1,0.5
$ Energy Booster,0.5,0.0003024089900144552,1,0.5
$ Power Booster,0.5,0.0003024089900144552,1,0.5
$ Warrior Booster,0.5,0.0003024089900144552,1,0.5
Add Blueberry,0.0,0.0,1,0.0
Add Chocolate Almond Milk,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,6,0.0
Density Booster,0.0,0.0,4,0.0
Energy Booster,0.0,0.0,19,0.0
No Ice,0.0,0.0,1,0.0
Power Booster,0.0,0.0,2,0.0
Warrior Booster,0.0,0.0,10,0.0
Lemon Berry - R,8.99,0.005437313640459904,1,8.99
Oat Nog - R,8.99,0.005437313640459904,1,8.99
Booster Ball (3),13.5,0.008165042730390289,2,6.75
Booster Ball (1),8.25,0.00498974833523851,3,2.75
Booster Ball (2),5.0,0.0030240899001445515,1,5.0
Chocolate Chip - Booster Ball,0.0,0.0,3,0.0
Monster - Booster Ball,0.0,0.0,4,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,4,0.0
Mango Teazer - TB,14.97,0.009054125161032787,3,4.99
Egg White & Cheese Wrap,5.69,0.0034414143063645,1,5.69
Chipotle Chicken Panini,0.0,0.0,1,0.0
Drink - Bottled Water - 500 ml,4.98,0.003011993540543974,2,2.49
$ Ginger,1.5,0.0009072269700433655,2,0.75
$ Spinach,0.75,0.00045361348502168276,1,0.75
Allergy: ,0.0,0.0,210,0.0
No Mango,0.0,0.0,1,0.0
