Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,240.41,0.09660995153629154,30,8.013666666666667
Strawberry Sunshine - R,140.93,0.05663341986610194,17,8.290000000000001
Tropical Tornado - R,132.64,0.05330204222691946,16,8.29
Hawaiian Sunset - R,74.61,0.02389831462028725,9,6.607777777777778
Very Berry - R,58.03,0.023319643474277268,7,8.290000000000001
Mango Hurricane - S,41.23,0.01656848010416081,7,5.89
Very Berry - S,35.34,0.014201554374994981,6,5.890000000000001
Strawberry Sunshine - S,17.67,0.007100777187497491,3,5.890000000000001
Tropical Tornado - S,17.67,0.007100777187497491,3,5.890000000000001
Pirates Nectar - R,16.58,0.006662755278364933,2,8.29
Hawaiian Sunset - S,11.78,0.00473385145833166,2,5.89
Pirates Nectar - S,5.89,0.00236692572916583,1,5.89
Nuttin' Better - R,149.43,0.060049187047410864,17,8.790000000000001
Strawberry Storm - R,96.69,0.03885535632479526,11,8.79
Banana's A Whey - R,79.11,0.0317907460839234,9,8.79
Ripped Berry - R,70.32,0.02825844096348746,9,7.813333333333333
Pomegranate Passion - R,116.87,0.04696478946818515,13,8.99
Brazilian Thunder - R,62.93,0.025288732790561236,7,8.99
Matcha Monsoon - R,44.95,0.018063380564686597,5,8.99
Ocean Mist - R,35.96,0.014450704451749277,4,8.99
Matcha Monsoon - S,17.97,0.007221333676249568,3,5.989999999999999
Ocean Mist - S,17.97,0.007221333676249568,3,5.989999999999999
Pomegranate Passion - S,17.97,0.007221333676249568,3,5.989999999999999
Brazilian Thunder - S,11.98,0.004814222450833046,2,5.99
Tropi-Kale - R,127.26,0.05114006252863218,14,9.09
Spinach is in it - R,54.54,0.021917169655128074,6,9.09
Tropi-Kale - S,30.45,0.01223648360833608,5,6.09
Coco Crush - S,18.27,0.007341890165001649,3,6.09
Spinach is in it - S,12.18,0.004894593443334433,2,6.09
Coco Crush - R,0.0,0.0,0,0.0
Acai Avalanche - R,83.61,0.03359909341520459,9,9.29
High Impact Acai - R,74.32,0.029865860813515187,8,9.29
Mind Over Matcha - R,65.03,0.02613262821182579,7,9.290000000000001
Pomegranate Punch - R,18.58,0.007466465203378797,2,9.29
Funky Monkey - R,41.45,0.016656888195912337,6,6.908333333333334
Funky Monkey - S,35.34,0.014201554374994981,6,5.890000000000001
Berry Cream Sensation - R,24.87,0.0099941329175474,3,8.290000000000001
Mangosicle - R,24.87,0.0099941329175474,3,8.290000000000001
Canadian Colada - S,17.67,0.007100777187497491,3,5.890000000000001
Berry Cream Sensation - S,11.78,0.00473385145833166,3,3.9266666666666663
Oatrageous Mocha - S,10.58,0.0042516255033233415,2,5.29
Canadian Colada - R,8.29,0.0033313776391824665,1,8.29
Oatrageous Mocha - R,8.29,0.0033313776391824665,1,8.29
Pineapple Freeze - R,8.29,0.0033313776391824665,1,8.29
Pea (Not) Butter 2.0 - S,5.89,0.00236692572916583,1,5.89
Mangosicle - S ,5.29,0.0021258127516616708,1,5.29
Lemon Berry - R,26.97,0.010838028338811957,3,8.99
Oat Nog - R,8.99,0.003612676112937319,1,8.99
Raspberry Rapture - R,8.99,0.003612676112937319,1,8.99
Lemon Berry - S,5.99,0.002407111225416523,1,5.99
$ Whey Protein,29.75,0.011376513988571247,17,1.6652941176470588
$ Chia Seeds,5.0,0.0020092748125346603,5,1.0
$ Hemp Hearts,4.0,0.0016074198500277282,4,1.0
$ Energy Booster,2.0,0.0008037099250138641,4,0.5
$ Add Matcha,1.0,0.00040185496250693206,1,1.0
$ Banana,0.75,0.00030139122188019903,1,0.75
$ Blueberry,0.75,0.00030139122188019903,1,0.75
$ Pineapple,0.75,0.00030139122188019903,1,0.75
$ Strawberry,0.75,0.00030139122188019903,1,0.75
$ Warrior Booster,0.5,0.00020092748125346603,1,0.5
Add Blueberry,0.0,0.0,2,0.0
Add Pinapple,0.0,0.0,1,0.0
Add Raspberry,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,7,0.0
Density Booster,0.0,0.0,4,0.0
Energy Booster,0.0,0.0,19,0.0
No Ice,0.0,0.0,1,0.0
Power Booster,0.0,0.0,6,0.0
Warrior Booster,0.0,0.0,12,0.0
Wilderness Booster,0.0,0.0,1,0.0
Booster Ball (2),30.0,0.012055648875207962,6,5.0
Booster Ball (4),25.5,0.010247301543926769,3,8.5
Booster Ball (1),13.75,0.005525505734470316,5,2.75
Booster Ball (3),13.5,0.005425041993843583,2,6.75
Lemon Ginger Tumeric and Coconut,8.58,0.0034479155783094773,2,4.29
Lemon & Ginger Shot - S,3.29,0.0013221028266478065,1,3.29
Birthday Cake - Booster Ball,0.0,0.0,6,0.0
Chocolate Chip - Booster Ball,0.0,0.0,4,0.0
Monster - Booster Ball,0.0,0.0,9,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,16,0.0
Chicken Quesadilla,8.79,0.0035323051204359324,2,4.395
Chipotle Chicken Wrap,8.79,0.0035323051204359324,3,2.9299999999999997
Chipotle Chicken Panini,0.0,0.0,1,0.0
Drink - Bottled Water - 500 ml,17.43,0.007004331996495826,7,2.4899999999999998
Mango Teazer - TB,9.98,0.004010512525819182,2,4.99
$ Ginger,2.25,0.0009041736656405972,3,0.75
$ Spinach,2.25,0.0009041736656405972,3,0.75
Allergy: ,0.0,0.0,313,0.0
Split In 2 Cups,0.0,0.0,1,0.0
