Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,107.77,0.07277970245210261,13,8.29
Strawberry Sunshine - R,107.77,0.07277970245210261,13,8.29
Tropical Tornado - R,82.9,0.0559843865016174,10,8.290000000000001
Very Berry - R,66.32,0.04478750920129391,8,8.29
Mango Hurricane - S,41.23,0.02784362189941719,7,5.89
Pirates Nectar - R,24.87,0.011196877300323477,3,5.526666666666666
Very Berry - S,23.56,0.01591064108538125,4,5.89
Hawaiian Sunset - S,17.67,0.01193298081403594,3,5.890000000000001
Tropical Tornado - S,17.67,0.01193298081403594,3,5.890000000000001
Hawaiian Sunset - R,16.58,0.011196877300323477,2,8.29
Strawberry Sunshine - S,11.78,0.007955320542690625,2,5.89
Pirates Nectar - S,5.89,0.003977660271345313,1,5.89
Banana's A Whey - R,87.9,0.05936100812415162,10,8.790000000000001
Nuttin' Better - R,70.32,0.04748880649932129,8,8.79
Ripped Berry - R,52.74,0.03561660487449097,6,8.790000000000001
Strawberry Storm - R,43.95,0.02968050406207581,5,8.790000000000001
Banango Burst - R,17.58,0.011872201624830322,2,8.79
Mind Over Matcha - R,92.9,0.06273762974668584,10,9.290000000000001
High Impact Acai - R,55.74,0.037642577848011505,6,9.290000000000001
Pomegranate Punch - R,46.45,0.03136881487334292,5,9.290000000000001
Acai Avalanche - R,37.16,0.025095051898674333,4,9.29
Brazilian Thunder - R,26.97,0.01821349703194959,3,8.99
Pomegranate Passion - R,26.97,0.01821349703194959,3,8.99
Matcha Monsoon - R,17.98,0.012142331354633062,2,8.99
Pomegranate Passion - S,17.97,0.012135578111387992,3,5.989999999999999
Brazilian Thunder - S,11.98,0.008090385407591995,2,5.99
Matcha Monsoon - S,11.98,0.008090385407591995,2,5.99
Ocean Mist - R,8.99,0.006071165677316531,1,8.99
Ocean Mist - S,5.99,0.004045192703795998,1,5.99
Canadian Colada - R,24.87,0.01679531595048522,3,8.290000000000001
Funky Monkey - R,16.58,0.011196877300323477,2,8.29
Oatrageous Mocha - R,16.58,0.011196877300323477,2,8.29
Pineapple Freeze - R,16.58,0.011196877300323477,2,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0055984386501617385,1,8.29
Canadian Colada - S,5.89,0.003977660271345313,1,5.89
Funky Monkey - S,5.89,0.003977660271345313,1,5.89
Pineapple Freeze - S,5.89,0.003977660271345313,1,5.89
Mangosicle - S ,5.29,0.0035724656766412065,1,5.29
Tropi-Kale - R,45.45,0.030693490548836078,5,9.09
Tropi-Kale - S,24.36,0.016450900544986727,4,6.09
Spinach is in it - R,18.18,0.01227739621953443,2,9.09
Coco Crush - S,6.09,0.004112725136246682,1,6.09
Lemon Berry - R,35.96,0.024284662709266124,4,8.99
Gingerbread - S,5.99,0.004045192703795998,1,5.99
Lemon Berry - S,5.99,0.004045192703795998,1,5.99
$ Whey Protein,10.5,0.007090905407321865,6,1.75
$ Mango,1.5,0.0010129864867602664,2,0.75
$ Collagen,1.0,0.0006753243245068443,1,1.0
$ Hemp Hearts,1.0,0.0006753243245068443,1,1.0
$ Pea Protein,1.0,0.0006753243245068443,1,1.0
$ Warrior Booster,1.0,0.0006753243245068443,2,0.5
$ Add WowButter,0.75,0.0005064932433801332,1,0.75
$ Blueberry,0.75,0.0005064932433801332,1,0.75
$ Strawberry,0.75,0.0005064932433801332,1,0.75
Add Blueberry,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,4,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,9,0.0
No Skim Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,1,0.0
Warrior Booster,0.0,0.0,2,0.0
Booster Ball (2),20.0,0.013506486490136886,4,5.0
Booster Ball (3),6.75,0.004558439190421199,1,6.75
Booster Ball (1),2.75,0.001857141892393822,1,2.75
Lemon & Ginger Shot - D,8.58,0.0057942827042687245,2,4.29
Lemon & Ginger Shot - S,3.29,0.002221817027627518,1,3.29
Lemon Ginger Tumeric & Coconut S,3.29,0.002221817027627518,1,3.29
Chocolate Chip - Booster Ball,0.0,0.0,4,0.0
Monster - Booster Ball,0.0,0.0,6,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,2,0.0
Mango Teazer - TB,9.98,0.006739736758578307,2,4.99
Drink - Bottled Water - 500 ml,9.96,0.00672623027208817,4,2.49
$ Spinach,0.75,0.0005064932433801332,1,0.75
Allergy: ,0.0,0.0,186,0.0
ALLERGY: milk/dairy,0.0,0.0,1,0.0
