Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,298.44,0.08640096719056156,38,7.635526315789473
Strawberry Sunshine - R,157.51,0.04443478312657452,19,7.853684210526316
Tropical Tornado - R,132.64,0.03779725922970181,16,7.933125
Mango Hurricane - S,111.91,0.03332459844320436,20,5.5954999999999995
Very Berry - R,99.48,0.029623188751049682,12,8.290000000000001
Strawberry Sunshine - S,76.57,0.02280104104008719,13,5.89
Hawaiian Sunset - R,74.61,0.02221739156328726,9,8.29
Very Berry - S,53.01,0.015785336104675748,11,4.819090909090909
Tropical Tornado - S,23.56,0.007015704935411444,4,5.89
Pirates Nectar - R,8.29,0.002468599062587473,1,8.29
Ripped Berry - R,184.59,0.05412455556283464,21,8.655238095238095
Banana's A Whey - R,175.8,0.05086088297827991,20,8.540000000000001
Nuttin' Better - R,149.43,0.0444973169990888,17,8.790000000000001
Strawberry Storm - R,140.64,0.04187982776384828,16,8.79
Banango Burst - R,8.79,0.0026174892352405174,1,8.79
High Impact Acai - R,120.77,0.0359629323026163,14,8.626428571428571
Pomegranate Punch - R,102.19,0.03043017348682918,11,9.29
Mind Over Matcha - R,92.9,0.02617489235240518,11,7.990909090909091
Acai Avalanche - R,74.32,0.022131035263148493,9,8.257777777777777
Brazilian Thunder - R,71.92,0.021416362434413885,8,8.99
Pomegranate Passion - R,71.92,0.021416362434413885,9,7.9911111111111115
Ocean Mist - R,44.95,0.013385226521508678,5,8.99
Matcha Monsoon - R,35.96,0.010708181217206942,4,8.99
Ocean Mist - S,17.97,0.00535111280515041,3,5.989999999999999
Pomegranate Passion - S,17.97,0.00535111280515041,4,4.4925
Brazilian Thunder - S,11.98,0.00356740853676694,2,5.99
Matcha Monsoon - S,11.98,0.00356740853676694,2,5.99
Funky Monkey - R,99.48,0.029623188751049682,12,8.290000000000001
Mangosicle - R,49.74,0.014811594375524841,6,8.290000000000001
Canadian Colada - R,41.45,0.012342995312937368,5,8.290000000000001
Funky Monkey - S,17.67,0.005261778701558584,3,5.890000000000001
Oatrageous Mocha - R,16.58,0.004937198125174946,2,8.29
Berry Cream Sensation - S,11.78,0.003507852467705722,2,5.89
Pineapple Freeze - R,8.29,0.002468599062587473,2,4.145
Canadian Colada - S,5.89,0.001753926233852861,1,5.89
Pea (Not) Butter 2.0 - S,5.89,0.001753926233852861,1,5.89
Mangosicle - S ,5.29,0.001575258026669208,1,5.29
Tropi-Kale - R,99.99,0.029775056727155785,11,9.09
Spinach is in it - R,63.63,0.01894776337182641,8,7.95375
Tropi-Kale - S,54.81,0.01632134072622671,10,5.481
Spinach is in it - S,18.27,0.005440446908742237,3,6.09
Coco Crush - R,9.09,0.0027068233388323443,1,9.09
Regular Triple Play Combo,13.29,0.003957500789117915,1,13.29
$ Whey Protein,43.75,0.012670553692774063,25,1.702
$ Collagen,4.0,0.0011911213812243538,4,1.0
$ Hemp Hearts,3.0,0.0006878725976570644,3,0.77
$ Chia Seeds,2.0,0.0003900922523509759,2,0.655
$ Banana,1.5,0.0004466705179591327,2,0.75
$ Lemon,1.5,0.0004466705179591327,2,0.75
$ Add Matcha,1.0,0.00029778034530608845,1,1.0
$ Pea Protein,1.0,0.00029778034530608845,1,1.0
$ Warrior Booster,1.0,0.00029778034530608845,2,0.5
