Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Nuttin' Better - R,149.43,0.21153737259343147,17,8.790000000000001
Banana's A Whey - R,70.32,0.09954699886749714,8,8.79
Ripped Berry - R,42.81,0.06060305775764439,5,8.562000000000001
Strawberry Storm - R,26.37,0.03733012457531144,3,8.790000000000001
High Impact Acai - R,102.19,0.13758493771234426,12,8.099166666666667
Acai Avalanche - R,83.61,0.11836070215175536,9,9.29
Mind Over Matcha - R,37.16,0.05260475651189127,4,9.29
Pomegranate Punch - R,0.0,0.0,0,0.0
Tropical Tornado - R,49.74,0.07041336353340882,6,8.290000000000001
Strawberry Sunshine - R,41.45,0.058677802944507355,3,13.816666666666668
Strawberry Sunshine - S,35.34,0.05002831257078143,6,5.890000000000001
Mango Hurricane - R,33.16,0.04694224235560588,4,8.29
Tropical Tornado - S,23.56,0.01667610419026047,4,2.945
Very Berry - S,5.12,0.007248018120045299,1,5.12
Hawaiian Sunset - S,0.0,0.0,0,0.0
Mango Hurricane - S,0.0,0.0,0,0.0
Pirates Nectar - S,-5.89,-0.008338052095130236,-1,5.89
Hawaiian Sunset - R,-24.87,-0.03520668176670441,-3,8.290000000000001
Very Berry - R,-24.87,-0.03520668176670441,-3,8.290000000000001
Pirates Nectar - R,-33.16,-0.04694224235560588,-4,8.29
Funky Monkey - R,82.9,0.11735560588901471,11,7.536363636363637
Oatrageous Mocha - R,24.87,0.04694224235560588,3,11.053333333333333
Pineapple Freeze - R,16.58,0.02347112117780294,2,8.29
Berry Cream Sensation - S,5.89,0.008338052095130236,1,5.89
Oatrageous Mocha - S,5.29,0.007488674971687428,1,5.29
Canadian Colada - R,0.0,0.0,0,0.0
Pea (Not) Butter 2.0 - R,0.0,0.0,0,0.0
Funky Monkey - S,-5.89,-0.008338052095130236,0,0.0
Mangosicle - S ,-10.58,-0.014977349943374857,-2,5.29
Pineapple Freeze - S,-11.78,-0.01667610419026047,-2,5.89
Mangosicle - R,-16.58,-0.02347112117780294,-2,8.29
Berry Cream Sensation - R,-24.87,-0.03520668176670441,-3,8.290000000000001
Tropi-Kale - R,27.27,0.0257361268403171,3,6.06
Coco Crush - R,18.18,0.0257361268403171,2,9.09
Tropi-Kale - S,12.18,0.017242355605889013,1,12.18
Spinach is in it - S,-6.09,-0.008621177802944507,-1,6.09
Spinach is in it - R,-9.09,-0.01286806342015855,0,0.0
Wildberry Rush - R,-9.09,-0.01286806342015855,-1,9.09
Lemon Berry - R,17.98,0.025453001132502828,2,8.99
Gingerbread - R,8.99,0.012726500566251414,1,8.99
$ Whey Protein,22.75,0.03220554926387315,13,1.75
$ Add Matcha,1.0,0.0014156285390713474,1,1.0
$ Collagen,1.0,0.0014156285390713474,1,1.0
$ Blueberry,0.75,0.0010617214043035107,1,0.75
$ Coconut Water,0.75,0.0010617214043035107,1,0.75
$ Mango,0.75,0.0010617214043035107,1,0.75
$ Strawberry,0.75,0.0010617214043035107,1,0.75
$ Energy Booster,0.5,0.0007078142695356737,1,0.5
$ Power Booster,0.5,0.0007078142695356737,1,0.5
$ Add WowButter,0.0,0.0,0,0.0
$ Chia Seeds,0.0,0.0,0,0.0
$ Warrior Booster,0.0,0.0,0,0.0
Add Blueberry,0.0,0.0,2,0.0
Add Chocolate Almond Milk,0.0,0.0,1,0.0
Add Oat Milk,0.0,0.0,1,0.0
Add On Booster,0.0,0.0,-2,0.0
Add On Super Booster,0.0,0.0,-2,0.0
Add On Veg,0.0,0.0,1,0.0
Add Pinapple,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,2,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,3,0.0
Energy Booster,0.0,0.0,18,0.0
No Chocolate Almond Milk,0.0,0.0,1,0.0
No Ice,0.0,0.0,0,0.0
No POG Juice,0.0,0.0,1,0.0
No Skim Milk,0.0,0.0,2,0.0
Power Booster,0.0,0.0,6,0.0
Warrior Booster,0.0,0.0,2,0.0
Wilderness Booster,0.0,0.0,2,0.0
$ Add Honey,-0.5,-0.0007078142695356737,-1,0.5
$ Density Booster,-0.5,-0.0007078142695356737,-1,0.5
$ Banana,-0.75,-0.0010617214043035107,-1,0.75
$ Pineapple,-0.75,-0.0010617214043035107,-1,0.75
Ocean Mist - R,17.98,0.025453001132502828,2,8.99
Ocean Mist - S,11.98,0.016959229898074742,2,5.99
Brazilian Thunder - R,8.99,0.012726500566251414,1,8.99
Pomegranate Passion - S,5.99,0.008479614949037371,1,5.99
Brazilian Thunder - S,-5.99,-0.008479614949037371,-2,2.995
Matcha Monsoon - S,-5.99,-0.008479614949037371,-2,2.995
Pomegranate Passion - R,-17.98,-0.025453001132502828,-2,8.99
Matcha Monsoon - R,-26.97,-0.03817950169875424,-3,8.99
Booster Ball (2),25.0,0.035390713476783686,5,5.0
Booster Ball (1),13.75,0.019464892412231028,5,2.75
Booster Ball (4),-8.5,-0.012032842582106454,-1,8.5
Booster Ball (3),-20.25,-0.028666477916194786,-3,6.75
Lemon & Ginger Shot - D,8.58,0.012146092865232161,2,4.29
Lemon Ginger Tumeric and Coconut,4.29,0.0060730464326160805,1,4.29
Lemon Ginger Tumeric & Coconut S,0.0,0.0,0,0.0
"Apple, Lemon & Ginger Shot - S",-3.29,-0.0046574178935447335,-1,3.29
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Candy Cane - Booster Ball,0.0,0.0,-1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,6,0.0
Macadamia Nut - Booster Ball,0.0,0.0,-1,0.0
Monster - Booster Ball,0.0,0.0,-1,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,-1,0.0
Mango Teazer - TB,14.97,0.021191959229898073,3,4.99
Almighty Acai Blend,-5.99,-0.008479614949037371,-1,5.99
