Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,182.38,0.08172465092936139,22,8.29
Strawberry Sunshine - R,174.09,0.07800989406893587,22,7.913181818181818
Very Berry - R,74.61,0.03343281174382966,9,8.29
Strawberry Sunshine - S,70.68,0.03167177501747595,12,5.890000000000001
Tropical Tornado - R,66.32,0.02971805488340414,9,7.368888888888888
Hawaiian Sunset - R,49.74,0.020048036421645075,6,7.456666666666667
Very Berry - S,47.12,0.021114516678317295,8,5.89
Mango Hurricane - S,41.23,0.018475202093527633,7,5.89
Tropical Tornado - S,41.23,0.018475202093527633,7,5.89
Hawaiian Sunset - S,17.67,0.007917943754368988,3,5.890000000000001
Pirates Nectar - R,8.29,0.0037147568604255173,1,8.29
Pirates Nectar - S,5.89,0.002639314584789662,1,5.89
Strawberry Storm - R,96.69,0.043326880679679526,11,8.79
Ripped Berry - R,87.9,0.03938807334516321,10,8.790000000000001
Nuttin' Better - R,70.32,0.031510458676130566,8,8.79
Banana's A Whey - R,61.53,0.027571651341614246,9,6.836666666666667
Banango Burst - R,8.79,0.003938807334516321,1,8.79
Pomegranate Punch - R,92.9,0.04162857808607125,10,9.290000000000001
Mind Over Matcha - R,74.32,0.03330286246885699,10,7.4319999999999995
High Impact Acai - R,46.45,0.020814289043035623,5,9.290000000000001
Acai Avalanche - R,37.16,0.016651431234428495,4,9.29
Funky Monkey - R,41.45,0.01857378430212759,5,8.290000000000001
Canadian Colada - R,24.87,0.011144270581276554,3,8.290000000000001
Mangosicle - R,24.87,0.011144270581276554,3,8.290000000000001
Oatrageous Mocha - R,24.87,0.011144270581276554,3,8.290000000000001
Pineapple Freeze - R,24.87,0.011144270581276554,3,8.290000000000001
Mangosicle - S ,21.16,0.009481816063522793,4,5.29
Berry Cream Sensation - R,16.58,0.007429513720851035,2,8.29
Oatrageous Mocha - S,15.87,0.007111362047642095,3,5.29
Funky Monkey - S,11.78,0.005278629169579324,2,5.89
Pineapple Freeze - S,11.78,0.005278629169579324,2,5.89
Berry Cream Sensation - S,5.89,0.002639314584789662,1,5.89
Canadian Colada - S,5.89,0.002639314584789662,1,5.89
Brazilian Thunder - R,53.94,0.02417056514491585,6,8.99
Ocean Mist - S,41.93,0.01878887275725476,7,5.99
Brazilian Thunder - S,23.96,0.01073649871843129,4,5.99
Matcha Monsoon - S,23.96,0.01073649871843129,4,5.99
Matcha Monsoon - R,17.98,0.008056855048305285,3,5.993333333333333
Ocean Mist - R,17.98,0.008056855048305285,2,8.99
Pomegranate Passion - S,17.97,0.008052374038823468,3,5.989999999999999
Pomegranate Passion - R,8.99,0.0040284275241526425,1,8.99
Tropi-Kale - R,45.45,0.020366188094854014,5,9.09
Coco Crush - R,18.18,0.008146475237941606,2,9.09
Spinach is in it - R,18.18,0.008146475237941606,2,9.09
Tropi-Kale - S,12.18,0.005457869548851967,3,4.06
Coco Crush - S,6.09,0.0027289347744259835,1,6.09
Spinach is in it - S,6.09,0.0027289347744259835,1,6.09
$ Whey Protein,19.25,0.008625943252495924,11,1.75
$ Hemp Hearts,4.0,0.0017924037927264259,4,1.0
$ Chia Seeds,2.0,0.0008962018963632129,2,1.0
$ Pea Protein,2.0,0.0008962018963632129,2,1.0
$ Banana,1.5,0.0006721514222724097,2,0.75
$ Collagen,1.0,0.00044810094818160647,1,1.0
$ Power Booster,1.0,0.00044810094818160647,2,0.5
$ Warrior Booster,1.0,0.00044810094818160647,2,0.5
$ Add WowButter,0.75,0.00033607571113620485,1,0.75
$ Combo Booster,0.5,0.00022405047409080323,1,0.5
$ Density Booster,0.5,0.00022405047409080323,1,0.5
$ Energy Booster,0.5,0.00022405047409080323,1,0.5
$ Wilderness Booster,0.5,0.00022405047409080323,1,0.5
Add Blueberry,0.0,0.0,2,0.0
Add Mango,0.0,0.0,1,0.0
Add Oat Milk,0.0,0.0,2,0.0
Combo Booster,0.0,0.0,6,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,13,0.0
No Ice,0.0,0.0,1,0.0
No Skim Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,2,0.0
Warrior Booster,0.0,0.0,8,0.0
Wilderness Booster,0.0,0.0,2,0.0
Lemon Berry - R,17.98,0.008056855048305285,2,8.99
Lemon Berry - S,5.99,0.0026841246796078227,1,5.99
Chicken Quesadilla,17.58,0.007877614669032642,5,3.5159999999999996
Pesto Chicken Panini,17.58,0.007877614669032642,4,4.395
Chipotle Chicken Panini,8.79,0.003938807334516321,2,4.395
Chipotle Chicken Wrap,8.79,0.003938807334516321,3,2.9299999999999997
Egg White & Cheese Wrap,22.76,0.010198777580613364,4,5.69
Booster Ball (2),25.0,0.011202523704540161,5,5.0
Booster Ball (4),17.0,0.00761771611908731,2,8.5
Booster Ball (3),6.75,0.0030246814002258438,1,6.75
Booster Ball (1),2.75,0.001232277607499418,1,2.75
Lemon & Ginger Shot - S,9.87,0.004422756358552456,3,3.2899999999999996
Birthday Cake - Booster Ball,0.0,0.0,6,0.0
Chocolate Chip - Booster Ball,0.0,0.0,7,0.0
Monster - Booster Ball,0.0,0.0,7,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,2,0.0
Drink - Bottled Water - 500 ml,7.47,0.0033473140829166003,3,2.4899999999999998
Mango Teazer - TB,4.99,0.002236023731426216,1,4.99
$ Ginger,2.25,0.0010082271334086147,3,0.75
Allergy: ,0.0,0.0,288,0.0
ALLERGY: milk/dairy,0.0,0.0,2,0.0
ALLERGY: peanut,0.0,0.0,1,0.0
