Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,157.51,0.0832958746040392,19,8.29
Strawberry Sunshine - R,124.35,0.06575990100318885,15,8.29
Tropical Tornado - R,107.77,0.056991914202763665,13,8.29
Very Berry - R,99.48,0.05260792080255108,12,8.290000000000001
Hawaiian Sunset - R,82.9,0.039455940601913306,10,7.461
Mango Hurricane - S,76.57,0.04049244567602871,13,5.89
Strawberry Sunshine - S,53.01,0.02803323162186603,9,5.89
Very Berry - S,53.01,0.02803323162186603,9,5.89
Tropical Tornado - S,41.23,0.021803624594784687,7,5.89
Hawaiian Sunset - S,29.45,0.015574017567703349,5,5.89
Pirates Nectar - R,24.87,0.01315198020063777,3,8.290000000000001
Banana's A Whey - R,79.11,0.04183567163942316,9,8.79
Nuttin' Better - R,52.74,0.02789044775961544,6,8.790000000000001
Strawberry Storm - R,52.74,0.02789044775961544,6,8.790000000000001
Ripped Berry - R,43.95,0.023242039799679533,5,8.790000000000001
High Impact Acai - R,74.32,0.03930258015727378,8,9.29
Acai Avalanche - R,55.74,0.02947693511795534,6,9.290000000000001
Mind Over Matcha - R,46.45,0.024564112598296117,5,9.290000000000001
Pomegranate Punch - R,46.45,0.024564112598296117,5,9.290000000000001
Funky Monkey - R,49.74,0.02630396040127554,6,8.290000000000001
Berry Cream Sensation - R,41.45,0.02191996700106295,5,8.290000000000001
Pineapple Freeze - R,33.16,0.01753597360085036,4,8.29
Canadian Colada - S,17.67,0.00934441054062201,3,5.890000000000001
Funky Monkey - S,17.67,0.00934441054062201,3,5.890000000000001
Mangosicle - R,16.58,0.00876798680042518,2,8.29
Mangosicle - S ,15.87,0.00839251812561807,3,5.29
Canadian Colada - R,8.29,0.00438399340021259,1,8.29
Oatrageous Mocha - S,5.29,0.00279750604187269,1,5.29
Pomegranate Passion - R,71.92,0.03803339027060187,8,8.99
Brazilian Thunder - R,35.96,0.019016695135300934,4,8.99
Matcha Monsoon - R,17.98,0.009508347567650467,2,8.99
Ocean Mist - S,17.97,0.009503059276456,3,5.989999999999999
Pomegranate Passion - S,11.98,0.006335372850970667,2,5.99
Ocean Mist - R,8.99,0.0047541737838252334,1,8.99
Brazilian Thunder - S,6.77,0.003580173138653707,1,6.77
Tropi-Kale - R,81.81,0.04326351026192907,9,9.09
Coco Crush - R,27.27,0.01442117008730969,3,9.09
Spinach is in it - R,18.18,0.009614113391539792,2,9.09
Coco Crush - S,6.09,0.0032205693374299967,1,6.09
$ Whey Protein,17.5,0.009254509590316082,10,1.75
$ Energy Booster,2.5,0.0013220727986165831,5,0.5
$ Pea Protein,1.0,0.0005288291194466332,1,1.0
$ Strawberry,0.75,0.00039662183958497494,1,0.75
Add Blueberry,0.0,0.0,1,0.0
Add Mango,0.0,0.0,1,0.0
Add Oat Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,2,0.0
Density Booster,0.0,0.0,4,0.0
Energy Booster,0.0,0.0,16,0.0
No Ice,0.0,0.0,1,0.0
Warrior Booster,0.0,0.0,4,0.0
Wilderness Booster,0.0,0.0,3,0.0
Lemon Berry - R,8.99,0.0047541737838252334,1,8.99
Gingerbread - S,5.99,0.0031676864254853335,1,5.99
Booster Ball (2),15.0,0.007932436791699499,3,5.0
Booster Ball (1),2.75,0.0014542800784782416,1,2.75
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Chocolate Chip - Booster Ball,0.0,0.0,3,0.0
Monster - Booster Ball,0.0,0.0,2,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,1,0.0
Mango Teazer - TB,14.97,0.0079165719181161,3,4.99
Chicken Quesadilla,8.79,0.004648407959935906,1,8.79
Drink - Bottled Water - 500 ml,4.98,0.002633569014844234,2,2.49
$ Kale,1.5,0.0007932436791699499,2,0.75
$ Spinach,1.5,0.0007932436791699499,2,0.75
$ Ginger,0.75,0.00039662183958497494,1,0.75
Allergy: ,0.0,0.0,240,0.0
ALLERGY: milk/dairy,0.0,0.0,1,0.0
