Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Strawberry Sunshine - R,157.51,0.0578504504703035,19,8.29
Mango Hurricane - R,149.22,0.054805689919234894,18,8.29
Tropical Tornado - R,132.64,0.04871616881709768,16,8.29
Very Berry - R,99.48,0.03349236606175466,13,7.014615384615384
Strawberry Sunshine - S,53.01,0.01946957259495136,9,5.89
Mango Hurricane - S,41.23,0.01514300090718439,7,5.89
Hawaiian Sunset - R,33.16,0.01217904220427442,4,8.29
Hawaiian Sunset - S,23.56,0.008653143375533938,4,5.89
Very Berry - S,23.56,0.008653143375533938,4,5.89
Pirates Nectar - S,17.67,0.006489857531650454,3,5.890000000000001
Tropical Tornado - S,17.67,0.006489857531650454,3,5.890000000000001
Pirates Nectar - R,16.58,0.00608952110213721,2,8.29
Nuttin' Better - R,202.17,0.07425322564650662,24,8.42375
Strawberry Storm - R,167.01,0.06133962118624461,19,8.79
Ripped Berry - R,149.43,0.0548828189561136,17,8.790000000000001
Banana's A Whey - R,123.06,0.04519761561091708,14,8.790000000000001
Banango Burst - R,8.79,0.0032284011150655054,1,8.79
High Impact Acai - R,130.06,0.047768583506873685,14,9.290000000000001
Mind Over Matcha - R,83.61,0.030708375111561652,9,9.29
Acai Avalanche - R,55.74,0.020472250074374435,6,9.290000000000001
Pomegranate Punch - R,18.58,0.006824083358124811,3,6.1933333333333325
Mangosicle - R,49.74,0.018268563306411634,6,8.290000000000001
Canadian Colada - R,41.45,0.015223802755343028,5,8.290000000000001
Funky Monkey - S,35.34,0.012979715063300907,6,5.890000000000001
Funky Monkey - R,33.16,0.01217904220427442,5,6.632
Oatrageous Mocha - S,26.45,0.00971458583543602,5,5.29
Berry Cream Sensation - R,16.58,0.00608952110213721,2,8.29
Oatrageous Mocha - R,16.58,0.00608952110213721,2,8.29
Canadian Colada - S,11.78,0.004326571687766969,2,5.89
Pineapple Freeze - R,8.29,0.003044760551068605,1,8.29
Pineapple Freeze - S,5.89,0.0021632858438834844,1,5.89
Mangosicle - S ,5.29,0.0019429171670872043,1,5.29
Tropi-Kale - R,72.72,0.026708683627709166,9,8.08
Spinach is in it - R,45.45,0.01669292726731823,5,9.09
Spinach is in it - S,42.63,0.015657194486375713,7,6.090000000000001
Tropi-Kale - S,36.54,0.013420452416893467,6,6.09
Coco Crush - S,12.18,0.004473484138964489,2,6.09
Pomegranate Passion - R,62.93,0.023113001384649858,7,8.99
Brazilian Thunder - R,44.95,0.01650928670332133,5,8.99
Matcha Monsoon - S,23.96,0.008800055826731459,4,5.99
Matcha Monsoon - R,17.98,0.006603714681328532,2,8.99
Ocean Mist - R,17.98,0.006603714681328532,2,8.99
Brazilian Thunder - S,11.98,0.004400027913365729,3,3.9933333333333336
Ocean Mist - S,11.98,0.004400027913365729,2,5.99
$ Whey Protein,35.0,0.012854839479783015,20,1.75
$ Chia Seeds,3.0,0.0011018433839814013,3,1.0
$ Add WowButter,2.25,0.000826382537986051,3,0.75
$ Hemp Hearts,2.0,0.0007345622559876008,2,1.0
$ Pea Protein,2.0,0.0007345622559876008,2,1.0
$ Mango,1.5,0.0005509216919907006,2,0.75
$ Add Matcha,1.0,0.0003672811279938004,1,1.0
$ Raspberry,0.75,0.0002754608459953503,1,0.75
$ Strawberry,0.75,0.0002754608459953503,1,0.75
$ Add Honey,0.5,0.0001836405639969002,1,0.5
$ Energy Booster,0.5,0.0001836405639969002,1,0.5
Add Banana,0.0,0.0,1,0.0
Add Blueberry,0.0,0.0,1,0.0
Add On Super Booster,0.0,0.0,1,0.0
Add Pinapple,0.0,0.0,1,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,9,0.0
Density Booster,0.0,0.0,6,0.0
Energy Booster,0.0,0.0,23,0.0
No Ice,0.0,0.0,1,0.0
Power Booster,0.0,0.0,5,0.0
Warrior Booster,0.0,0.0,10,0.0
Wilderness Booster,0.0,0.0,3,0.0
Lemon Berry - R,35.96,0.013207429362657064,4,8.99
Lemon Berry - S,5.99,0.0022000139566828647,1,5.99
Booster Ball (3),27.0,0.00991659045583261,4,6.75
Booster Ball (2),25.0,0.00918202819984501,5,5.0
Booster Ball (1),13.75,0.005050115509914755,5,2.75
Lemon & Ginger Shot - S,9.87,0.0024167098221992067,3,2.1933333333333334
Lemon & Ginger Shot - D,4.29,0.0015756360390934037,1,4.29
Birthday Cake - Booster Ball,0.0,0.0,5,0.0
Chocolate Chip - Booster Ball,0.0,0.0,6,0.0
Monster - Booster Ball,0.0,0.0,5,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,11,0.0
Chicken Quesadilla,35.16,0.012913604460262022,4,8.79
Chipotle Chicken Wrap,17.58,0.006456802230131011,3,5.859999999999999
Chipotle Chicken Panini,8.79,0.0032284011150655054,3,2.9299999999999997
Artisan Grilled Cheese,6.59,0.0024203826334791446,1,6.59
Pesto Chicken Panini,-8.79,-0.0032284011150655054,2,-4.395
Egg White & Cheese Wrap,5.69,0.0020898296182847243,1,5.69
Mango Teazer - TB,29.94,0.010996396972134385,6,4.99
Matcha On My Mind Blend,5.99,0.0022000139566828647,1,5.99
Drink - Bottled Water - 500 ml,4.98,0.0018290600174091262,2,2.49
"""Protein & Co"" Bar",3.69,0.0013552673622971236,1,3.69
Condiments (Retail/Merchandise),0.0,0.0,1,0.0
Caramel Cashew - Protein & Co,0.0,0.0,1,0.0
$ Spinach,2.25,0.000826382537986051,3,0.75
Add Kale,0.0,0.0,1,0.0
Allergy: ,0.0,0.0,340,0.0
ALLERGY: fish,0.0,0.0,1,0.0
Split In 2 Cups,0.0,0.0,1,0.0
