Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Strawberry Sunshine - R,190.67,0.07016091344968557,23,8.29
Mango Hurricane - R,157.51,0.05795901545843591,19,8.29
Hawaiian Sunset - R,91.19,0.030504744978124165,11,7.536363636363637
Tropical Tornado - R,91.19,0.03355521947593658,11,8.29
Strawberry Sunshine - S,88.35,0.03251018358042545,15,5.89
Very Berry - S,76.57,0.028175492436368722,12,6.3808333333333325
Mango Hurricane - S,53.01,0.01950611014825527,10,5.301
Very Berry - R,49.74,0.0183028469868745,6,8.290000000000001
Tropical Tornado - S,47.12,0.017338764576226906,8,5.89
Pirates Nectar - R,41.45,0.015252372489062083,5,8.290000000000001
Hawaiian Sunset - S,5.89,0.0021673455720283633,1,5.89
Nuttin' Better - R,149.43,0.054985814741629606,18,8.301666666666668
Ripped Berry - R,105.48,0.03881351628820913,13,8.113846153846154
Banana's A Whey - R,87.9,0.032344596906840946,10,8.790000000000001
Strawberry Storm - R,61.53,0.02264121783478866,7,8.790000000000001
Banango Burst - R,8.79,0.003234459690684094,1,8.79
Brazilian Thunder - R,80.91,0.029772483910494887,10,8.091
Ocean Mist - R,62.93,0.023156376374829358,7,8.99
Matcha Monsoon - R,53.94,0.01984832260699659,6,8.99
Pomegranate Passion - R,53.94,0.01984832260699659,6,8.99
Pomegranate Passion - S,29.95,0.011020713053013494,5,5.99
Ocean Mist - S,23.96,0.008816570442410797,5,4.792
Matcha Monsoon - S,17.97,0.006612427831808096,3,5.989999999999999
Brazilian Thunder - S,11.98,0.004408285221205398,2,5.99
Funky Monkey - R,66.32,0.024403795982499327,8,8.29
Canadian Colada - R,49.74,0.0183028469868745,7,7.105714285714286
Pineapple Freeze - R,49.74,0.0183028469868745,6,8.290000000000001
Oatrageous Mocha - R,33.16,0.012201897991249664,4,8.29
Berry Cream Sensation - R,24.87,0.00915142349343725,3,8.290000000000001
Canadian Colada - S,23.56,0.008669382288113453,4,5.89
Funky Monkey - S,23.56,0.008669382288113453,4,5.89
Berry Cream Sensation - S,11.78,0.0043346911440567265,2,5.89
Pineapple Freeze - S,11.78,0.0043346911440567265,2,5.89
Mangosicle - S ,10.58,0.0038931266811647004,2,5.29
Mangosicle - R,8.29,0.003050474497812416,1,8.29
Pea (Not) Butter 2.0 - R,8.29,0.003050474497812416,1,8.29
Pea (Not) Butter 2.0 - S,5.89,0.0021673455720283633,1,5.89
Mind Over Matcha - R,92.9,0.03418444883555772,10,9.290000000000001
High Impact Acai - R,83.61,0.030766003952001946,10,8.361
Pomegranate Punch - R,65.03,0.023929114184890403,7,9.290000000000001
Acai Avalanche - R,46.45,0.01709222441777886,5,9.290000000000001
Tropi-Kale - R,72.72,0.026758806451256806,8,9.09
Spinach is in it - R,45.45,0.016724254032035504,5,9.09
Spinach is in it - S,30.45,0.011204698245885172,5,6.09
Tropi-Kale - S,12.18,0.004481879298354069,3,4.06
Coco Crush - R,9.09,0.0033448508064071007,1,9.09
Coco Crush - S,6.09,0.0022409396491770346,1,6.09
Lemon Berry - S,23.96,0.008816570442410797,4,5.99
Lemon Berry - R,17.98,0.006616107535665531,2,8.99
$ Whey Protein,21.0,0.0077273781006104636,12,1.75
$ Pea Protein,3.0,0.0011039111572300662,3,1.0
$ Chia Seeds,2.0,0.0007359407714867108,2,1.0
$ Collagen,2.0,0.0007359407714867108,2,1.0
$ Hemp Hearts,2.0,0.0007359407714867108,2,1.0
$ Power Booster,1.5,0.0005519555786150331,3,0.5
$ Combo Booster,1.0,0.0003679703857433554,2,0.5
$ Energy Booster,1.0,0.0003679703857433554,2,0.5
$ Warrior Booster,1.0,0.0003679703857433554,2,0.5
$ Add WowButter,0.75,0.00027597778930751654,1,0.75
