Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Strawberry Sunshine - R,149.22,0.06909900857138888,18,8.29
Mango Hurricane - R,132.64,0.06142134095234567,16,8.29
Tropical Tornado - R,107.77,0.04990483952378086,13,8.29
Mango Hurricane - S,76.57,0.03545711758685998,13,5.89
Strawberry Sunshine - S,70.68,0.032729647003255376,12,5.890000000000001
Very Berry - R,58.03,0.026871836666651234,7,8.290000000000001
Very Berry - S,41.23,0.0190922940852323,7,5.89
Hawaiian Sunset - S,35.34,0.016364823501627688,6,5.890000000000001
Pirates Nectar - S,23.56,0.010909882334418457,4,5.89
Tropical Tornado - S,17.67,0.008182411750813844,3,5.890000000000001
Pirates Nectar - R,16.58,0.007677667619043209,2,8.29
Strawberry Storm - R,105.48,0.048844413779051736,12,8.790000000000001
Nuttin' Better - R,96.69,0.04477404596413075,11,8.79
Banana's A Whey - R,61.53,0.028492574704446844,7,8.790000000000001
Ripped Berry - R,61.53,0.028492574704446844,7,8.790000000000001
Mind Over Matcha - R,102.19,0.04732092002352386,11,9.29
Acai Avalanche - R,74.32,0.0344152145625628,8,9.29
High Impact Acai - R,74.32,0.0344152145625628,8,9.29
Pomegranate Punch - R,37.16,0.0172076072812814,4,9.29
Funky Monkey - R,58.03,0.026871836666651234,8,7.25375
Canadian Colada - R,41.45,0.019194169047608026,5,8.290000000000001
Pineapple Freeze - R,41.45,0.019194169047608026,5,8.290000000000001
Funky Monkey - S,23.56,0.010909882334418457,4,5.89
Berry Cream Sensation - S,17.67,0.008182411750813844,3,5.890000000000001
Oatrageous Mocha - R,16.58,0.007677667619043209,2,8.29
Canadian Colada - S,11.78,0.005454941167209229,2,5.89
Pineapple Freeze - S,11.78,0.005454941167209229,2,5.89
Berry Cream Sensation - R,8.29,0.0038388338095216045,1,8.29
Mangosicle - R,8.29,0.0038388338095216045,1,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0038388338095216045,1,8.29
Oatrageous Mocha - S,5.29,0.0024496297771253667,1,5.29
Matcha Monsoon - R,35.96,0.01665192566832291,4,8.99
Pomegranate Passion - S,29.95,0.013868886923422445,5,5.99
Brazilian Thunder - R,26.97,0.01248894425124218,3,8.99
Pomegranate Passion - R,26.97,0.01248894425124218,3,8.99
Ocean Mist - R,17.98,0.008325962834161454,2,8.99
Matcha Monsoon - S,17.97,0.008321332154053467,3,5.989999999999999
Ocean Mist - S,5.99,0.002773777384684489,1,5.99
Spinach is in it - R,36.36,0.016837152872642407,4,9.09
Spinach is in it - S,24.36,0.011280336743057454,4,6.09
Tropi-Kale - S,24.36,0.011280336743057454,5,4.872
Tropi-Kale - R,18.18,0.008418576436321204,2,9.09
$ Whey Protein,29.75,0.013776273321262696,17,1.75
$ Collagen,3.0,0.0013892040323962383,3,1.0
$ Chia Seeds,1.0,0.0004630680107987461,1,1.0
$ Pea Protein,1.0,0.0004630680107987461,1,1.0
$ Add WowButter,0.75,0.00034730100809905956,1,0.75
$ Energy Booster,0.5,0.00023153400539937304,1,0.5
$ Wilderness Booster,0.5,0.00023153400539937304,1,0.5
Add Banana,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,5,0.0
Density Booster,0.0,0.0,5,0.0
Energy Booster,0.0,0.0,15,0.0
Power Booster,0.0,0.0,3,0.0
Warrior Booster,0.0,0.0,10,0.0
Wilderness Booster,0.0,0.0,2,0.0
Lemon Berry - R,26.97,0.01248894425124218,3,8.99
Raspberry Rapture - S,5.99,0.002773777384684489,1,5.99
Matcha On My Mind Blend,29.95,0.013868886923422445,5,5.99
Mango Teazer - TB,29.94,0.013864256243314457,6,4.99
Almighty Acai Blend,11.98,0.005547554769368978,2,5.99
Booster Ball (3),33.75,0.01562854536445768,5,6.75
Booster Ball (2),10.0,0.004630680107987461,2,5.0
Booster Ball (1),2.75,0.0012734370296965517,1,2.75
Lemon & Ginger Shot - D,8.58,0.003973123532653241,2,4.29
Birthday Cake - Booster Ball,0.0,0.0,1,0.0
Candy Cane - Booster Ball,0.0,0.0,4,0.0
Monster - Booster Ball,0.0,0.0,8,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,7,0.0
Chipotle Chicken Panini,17.58,0.008140735629841954,2,8.79
Chipotle Chicken Wrap,17.58,0.008140735629841954,2,8.79
Chicken Quesadilla,0.0,0.0,1,0.0
Pesto Chicken Panini,0.0,0.0,1,0.0
Egg White & Cheese Wrap,17.07,0.007904570944334596,3,5.69
Drink - Bottled Water - 500 ml,19.92,0.009224314775111023,8,2.49
$ Spinach,0.75,0.00034730100809905956,1,0.75
Add Kale,0.0,0.0,1,0.0
Allergy: ,0.0,0.0,275,0.0
No Blueberry,0.0,0.0,1,0.0
