Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,207.25,0.08106786622335227,25,8.29
Very Berry - R,116.06,0.042155290436143175,14,7.697857142857143
Strawberry Sunshine - R,107.77,0.042155290436143175,13,8.29
Hawaiian Sunset - R,74.61,0.029184431840406817,9,8.29
Tropical Tornado - R,66.32,0.025941717191472723,8,8.29
Strawberry Sunshine - S,41.23,0.016127518091140235,7,5.89
Tropical Tornado - S,35.34,0.013823586935263062,6,5.890000000000001
Very Berry - S,35.34,0.013823586935263062,6,5.890000000000001
Mango Hurricane - S,23.56,0.009215724623508706,4,5.89
Hawaiian Sunset - S,17.67,0.006911793467631531,3,5.890000000000001
Pirates Nectar - R,16.58,0.006485429297868181,2,8.29
Pirates Nectar - S,5.89,0.0023039311558771766,1,5.89
Nuttin' Better - R,202.17,0.07908077449638179,23,8.79
Ripped Berry - R,123.06,0.0461803246626247,15,7.870666666666667
Strawberry Storm - R,87.9,0.03438294543320948,10,8.790000000000001
Banana's A Whey - R,70.32,0.02750635634656758,8,8.79
Mind Over Matcha - R,120.77,0.047240367690201464,13,9.29
High Impact Acai - R,102.19,0.03801681987091728,11,8.835454545454546
Acai Avalanche - R,74.32,0.029070995501662436,8,9.29
Pomegranate Punch - R,46.45,0.018169372188539024,5,9.290000000000001
Funky Monkey - R,66.32,0.025941717191472723,8,8.29
Mangosicle - R,33.16,0.012970858595736361,4,8.29
Oatrageous Mocha - R,24.87,0.009728143946802272,3,8.290000000000001
Funky Monkey - S,23.56,0.009215724623508706,4,5.89
Berry Cream Sensation - R,16.58,0.006485429297868181,2,8.29
Canadian Colada - R,16.58,0.006485429297868181,3,5.526666666666666
Pineapple Freeze - R,16.58,0.006485429297868181,2,8.29
Canadian Colada - S,11.78,0.004607862311754353,2,5.89
Mangosicle - S ,10.58,0.0041384705652258965,2,5.29
Pineapple Freeze - S,5.89,0.0023039311558771766,1,5.89
Oatrageous Mocha - S,5.29,0.0020692352826129482,1,5.29
Brazilian Thunder - R,71.92,0.028132212008605526,8,8.99
Matcha Monsoon - R,35.96,0.014066106004302763,4,8.99
Ocean Mist - R,35.96,0.014066106004302763,4,8.99
Pomegranate Passion - R,17.98,0.0070330530021513816,2,8.99
Matcha Monsoon - S,17.97,0.007029141404263643,3,5.989999999999999
Brazilian Thunder - S,11.98,0.0046860942695090965,2,5.99
Ocean Mist - S,5.99,0.0023430471347545482,1,5.99
Pomegranate Passion - S,5.99,0.0023430471347545482,1,5.99
Tropi-Kale - R,118.17,0.04622335223938981,13,9.09
Tropi-Kale - S,36.54,0.014292978681791517,6,6.09
Spinach is in it - R,27.27,0.010666927439859187,3,9.09
Spinach is in it - S,6.09,0.0023821631136319195,1,6.09
$ Whey Protein,36.75,0.014375122237433997,21,1.75
$ Pea Protein,3.0,0.0011734793663211425,3,1.0
$ Add Matcha,2.0,0.0007823195775474284,2,1.0
$ Collagen,2.0,0.0007823195775474284,2,1.0
$ Add WowButter,1.5,0.0005867396831605713,2,0.75
$ Blueberry,1.5,0.0005867396831605713,2,0.75
$ Energy Booster,1.0,0.0003911597887737142,2,0.5
$ Hemp Hearts,1.0,0.0003911597887737142,1,1.0
$ Power Booster,1.0,0.0003911597887737142,2,0.5
$ Warrior Booster,1.0,0.0003911597887737142,2,0.5
$ Strawberry,0.75,0.00029336984158028563,1,0.75
$ Vanilla Almond Milk,0.75,0.00029336984158028563,1,0.75
$ Combo Booster,0.5,0.0001955798943868571,1,0.5
$ Density Booster,0.5,0.0001955798943868571,1,0.5
$ Wilderness Booster,0.5,0.0001955798943868571,1,0.5
Add Blueberry,0.0,0.0,2,0.0
Add Chocolate Almond Milk,0.0,0.0,1,0.0
Add Oat Milk,0.0,0.0,1,0.0
Add Pinapple,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,7,0.0
Density Booster,0.0,0.0,10,0.0
Energy Booster,0.0,0.0,27,0.0
No Ice,0.0,0.0,1,0.0
No Skim Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,8,0.0
Warrior Booster,0.0,0.0,12,0.0
Wilderness Booster,0.0,0.0,2,0.0
Lemon Berry - R,26.97,0.010162331312341096,3,8.66
Lemon Berry - S,5.99,0.0023430471347545482,1,5.99
Booster Ball (4),42.5,0.016624291022882855,5,8.5
Booster Ball (2),35.0,0.013690592607079997,7,5.0
Booster Ball (3),33.75,0.013201642871112855,5,6.75
Booster Ball (1),8.25,0.003227068257383142,3,2.75
Lemon Ginger Tumeric and Coconut,4.29,0.0016780754938392338,1,4.29
Lemon & Ginger Shot - S,3.29,0.0012869157050655197,1,3.29
Birthday Cake - Booster Ball,0.0,0.0,4,0.0
Chocolate Chip - Booster Ball,0.0,0.0,15,0.0
Monster - Booster Ball,0.0,0.0,12,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,21,0.0
Chipotle Chicken Wrap,35.16,0.01375317817328379,5,7.031999999999999
Chicken Quesadilla,26.37,0.010314883629962844,3,8.790000000000001
Chipotle Chicken Panini,26.37,0.010314883629962844,3,8.790000000000001
Pesto Chicken Panini,0.0,0.0,1,0.0
Egg White & Cheese Wrap,17.07,0.006677097594367302,3,5.69
Drink - Bottled Water - 500 ml,12.45,0.004869939370232741,5,2.4899999999999998
Matcha On My Mind Blend,5.99,0.0023430471347545482,1,5.99
Mango Teazer - TB,4.99,0.0019518873459808338,1,4.99
$ Ginger,1.5,0.0005867396831605713,2,0.75
$ Kale,0.75,0.00029336984158028563,1,0.75
$ Spinach,0.75,0.00029336984158028563,1,0.75
Allergy: ,0.0,0.0,314,0.0
ALLERGY: fish,0.0,0.0,1,0.0
