Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,182.38,0.0708376381757308,22,8.29
Very Berry - R,157.51,0.0611779602426766,20,7.8755
Strawberry Sunshine - R,124.35,0.048298389665271,15,8.29
Tropical Tornado - R,107.77,0.0418586043765682,14,7.697857142857143
Hawaiian Sunset - R,66.32,0.023984121928672976,8,7.71875
Mango Hurricane - S,53.01,0.02058944620953772,9,5.89
Strawberry Sunshine - S,41.23,0.016014013718529337,8,5.15375
Very Berry - S,23.56,0.009150864982016765,4,5.89
Pirates Nectar - S,17.67,0.006863148736512575,3,5.890000000000001
Tropical Tornado - S,17.67,0.006863148736512575,3,5.890000000000001
Pirates Nectar - R,8.29,0.0,1,0.0
Ripped Berry - R,237.33,0.09218059364100335,28,8.476071428571428
Banana's A Whey - R,158.22,0.061453729094002235,18,8.79
Strawberry Storm - R,114.27,0.044383248790112725,13,8.79
Nuttin' Better - R,17.58,0.006828192121555803,2,8.79
High Impact Acai - R,167.22,0.06134109111247487,18,8.773888888888889
Mind Over Matcha - R,83.61,0.03247469529483964,9,9.29
Pomegranate Punch - R,46.45,0.01804149738602202,5,9.290000000000001
Acai Avalanche - R,18.58,0.007216598954408807,2,9.29
Pineapple Freeze - R,58.03,0.0225392485104598,7,8.290000000000001
Funky Monkey - R,41.45,0.016099463221757003,7,5.921428571428572
Funky Monkey - S,35.34,0.01372629747302515,6,5.890000000000001
Canadian Colada - R,24.87,0.0096596779330542,3,8.290000000000001
Canadian Colada - S,11.78,0.004575432491008382,2,5.89
Berry Cream Sensation - R,8.29,0.0032198926443513997,1,8.29
Oatrageous Mocha - R,8.29,0.0032198926443513997,1,8.29
Berry Cream Sensation - S,5.89,0.002287716245504191,1,5.89
Pineapple Freeze - S,5.89,0.002287716245504191,1,5.89
Mangosicle - S ,5.29,0.0020546721457923895,1,5.29
Oatrageous Mocha - S,5.29,0.0020546721457923895,1,5.29
Pea (Not) Butter 2.0 - S,-5.89,-0.002287716245504191,-1,5.89
Tropi-Kale - R,54.54,0.021183708663802817,6,9.09
Spinach is in it - R,45.45,0.017653090553169017,5,9.09
Tropi-Kale - S,36.54,0.014192385672448753,7,5.22
Coco Crush - S,12.18,0.004730795224149584,2,6.09
Spinach is in it - S,12.18,0.004730795224149584,2,6.09
Coco Crush - R,9.09,0.003530618110633803,1,9.09
Brazilian Thunder - R,44.95,0.017458887136742516,5,8.99
Pomegranate Passion - R,26.97,0.010475332282045507,3,8.99
Brazilian Thunder - S,23.96,0.009306227715157968,4,5.99
Ocean Mist - R,17.98,0.006983554854697005,2,8.99
Matcha Monsoon - S,17.97,0.006979670786368475,3,5.989999999999999
Pomegranate Passion - S,17.97,0.006979670786368475,3,5.989999999999999
Matcha Monsoon - R,8.99,0.0034917774273485027,1,8.99
Ocean Mist - S,5.99,0.002326556928789492,2,2.995
Lemon Berry - R,44.95,0.017458887136742516,5,8.99
Lemon Berry - S,11.98,0.004653113857578984,2,5.99
$ Whey Protein,36.75,0.014273951107347884,21,1.75
$ Chia Seeds,6.0,0.002330440997118022,6,1.0
$ Add Matcha,2.0,0.0007768136657060073,2,1.0
$ Strawberry,1.5,0.0005826102492795055,2,0.75
$ Collagen,1.0,0.0003884068328530036,1,1.0
$ Energy Booster,1.0,0.0003884068328530036,2,0.5
$ Hemp Hearts,1.0,0.0003884068328530036,1,1.0
$ Pea Protein,1.0,0.0003884068328530036,1,1.0
$ Blueberry,0.75,0.00029130512463975273,1,0.75
$ Lemon,0.75,0.00029130512463975273,1,0.75
$ Add Honey,0.5,0.0001942034164265018,1,0.5
$ Power Booster,0.5,0.0001942034164265018,1,0.5
$ Warrior Booster,0.5,0.0001942034164265018,1,0.5
Add Coconut Water,0.0,0.0,1,0.0
Add On Veg,0.0,0.0,1,0.0
Add Pineapple Juice,0.0,0.0,1,0.0
Add Strawberry,0.0,0.0,5,0.0
Add Vanilla Almond Milk,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,4,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,26,0.0
No Ice,0.0,0.0,1,0.0
No Pineapple Juice,0.0,0.0,1,0.0
No POG Juice,0.0,0.0,1,0.0
No Skim Milk,0.0,0.0,1,0.0
Power Booster,0.0,0.0,7,0.0
Warrior Booster,0.0,0.0,13,0.0
Wilderness Booster,0.0,0.0,1,0.0
Booster Ball (3),47.25,0.016907349434091248,7,6.218571428571429
Booster Ball (2),40.0,0.015536273314120145,8,5.0
Booster Ball (1),5.5,0.00213623758069152,2,2.75
Lemon & Ginger Shot - D,4.29,0.0016662653129393857,1,4.29
Birthday Cake - Booster Ball,0.0,0.0,6,0.0
Chocolate Chip - Booster Ball,0.0,0.0,9,0.0
Monster - Booster Ball,0.0,0.0,11,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,13,0.0
Artisan Grilled Cheese,13.18,0.005119202057002588,2,6.59
Chicken Quesadilla,8.79,0.0034140960607779015,3,2.9299999999999997
Chipotle Chicken Wrap,8.79,0.0034140960607779015,3,2.9299999999999997
Chipotle Chicken Panini,0.0,0.0,2,0.0
Pesto Chicken Panini,0.0,0.0,2,0.0
Egg White & Cheese Wrap,22.76,0.008840139515734364,4,5.69
Mango Teazer - TB,24.95,0.009690750479682441,5,4.99
"""Protein & Co"" Bar",3.69,0.0014332212132275833,1,3.69
Drink - Bottled Water - 500 ml,2.49,0.0009671330138039791,1,2.49
Condiments (Retail/Merchandise),0.0,0.0,1,0.0
Caramel Cashew - Protein & Co,0.0,0.0,1,0.0
$ Spinach,1.5,0.0005826102492795055,2,0.75
$ Ginger,0.75,0.00029130512463975273,1,0.75
$ Kale,0.75,0.00029130512463975273,1,0.75
Allergy: ,0.0,0.0,327,0.0
No Pineapple,0.0,0.0,1,0.0
No Strawberry,0.0,0.0,1,0.0
Split In 2 Cups,0.0,0.0,1,0.0
