Name,Gross Sales Total,Percent of Total Sales,Quantity Sold,Average Price
Mango Hurricane - R,174.09,0.08014191596216219,21,7.895238095238096
Strawberry Sunshine - S,129.58,0.06263443588888407,22,5.890000000000001
Strawberry Sunshine - R,124.35,0.06010643697162164,15,8.29
Mango Hurricane - S,76.57,0.03701125757070421,13,5.89
Tropical Tornado - R,58.03,0.028049670586756767,7,8.290000000000001
Very Berry - R,58.03,0.028049670586756767,7,8.290000000000001
Hawaiian Sunset - R,41.45,0.020035478990540548,5,8.290000000000001
Very Berry - S,29.45,0.014235099065655466,5,5.89
Hawaiian Sunset - S,11.78,0.005694039626262187,2,5.89
Pirates Nectar - R,8.29,0.0040070957981081096,1,8.29
Pirates Nectar - S,5.89,0.0028470198131310934,1,5.89
Tropical Tornado - S,5.89,0.0028470198131310934,1,5.89
Ripped Berry - R,105.48,0.050985339539739855,12,8.790000000000001
Nuttin' Better - R,96.69,0.04673656124476153,11,8.79
Strawberry Storm - R,79.11,0.03823900465480489,9,8.79
Banana's A Whey - R,61.53,0.02974144806484825,7,8.790000000000001
Banango Burst - R,8.79,0.004248778294978321,1,8.79
Mind Over Matcha - R,65.03,0.03143322554293973,7,9.290000000000001
High Impact Acai - R,46.45,0.022452303959242664,5,9.290000000000001
Pomegranate Punch - R,46.45,0.022452303959242664,5,9.290000000000001
Acai Avalanche - R,37.16,0.01796184316739413,4,9.29
Brazilian Thunder - R,35.96,0.017381805174905625,4,8.99
Pomegranate Passion - R,35.96,0.017381805174905625,4,8.99
Ocean Mist - R,26.97,0.013036353881179217,3,8.99
Brazilian Thunder - S,23.96,0.011581425250020544,4,5.99
Matcha Monsoon - R,17.98,0.008690902587452812,2,8.99
Ocean Mist - S,17.97,0.008686068937515407,3,5.989999999999999
Pomegranate Passion - S,17.97,0.008686068937515407,3,5.989999999999999
Matcha Monsoon - S,5.99,0.002895356312505136,2,2.995
Spinach is in it - R,72.72,0.03515030234480358,8,9.09
Tropi-Kale - R,45.45,0.02196893896550224,5,9.09
Tropi-Kale - S,30.45,0.01471846405939589,5,6.09
Coco Crush - R,27.27,0.013181363379301345,3,9.09
Funky Monkey - R,66.32,0.032056766384864877,8,8.29
Pineapple Freeze - R,24.87,0.012021287394324329,3,8.290000000000001
Funky Monkey - S,17.67,0.00854105943939328,3,5.890000000000001
Mangosicle - R,16.58,0.008014191596216219,2,8.29
Berry Cream Sensation - R,8.29,0.0040070957981081096,1,8.29
Oatrageous Mocha - R,8.29,0.0040070957981081096,1,8.29
Pea (Not) Butter 2.0 - R,8.29,0.0040070957981081096,1,8.29
Berry Cream Sensation - S,5.89,0.0028470198131310934,1,5.89
Mangosicle - S ,5.29,0.0025570008168868397,1,5.29
Lemon Berry - R,44.95,0.02172725646863203,5,8.99
Lemon Berry - S,23.96,0.011581425250020544,4,5.99
$ Whey Protein,29.75,0.014380108563777595,17,1.75
$ Chia Seeds,3.0,0.0014500949812212701,3,1.0
$ Collagen,3.0,0.0014500949812212701,3,1.0
$ Hemp Hearts,2.0,0.0009667299874808467,2,1.0
$ Blueberry,1.5,0.0007250474906106351,2,0.75
Add Pineapple Juice,0.0,0.0,1,0.0
Combo Booster,0.0,0.0,4,0.0
Density Booster,0.0,0.0,2,0.0
Energy Booster,0.0,0.0,18,0.0
No POG Juice,0.0,0.0,1,0.0
No Strawberry,0.0,0.0,1,0.0
Power Booster,0.0,0.0,3,0.0
Warrior Booster,0.0,0.0,8,0.0
Wilderness Booster,0.0,0.0,2,0.0
Booster Ball (3),27.0,0.01305085483099143,4,6.75
Booster Ball (2),15.0,0.00725047490610635,3,5.0
Booster Ball (1),11.0,0.005317014931144657,4,2.75
Lemon & Ginger Shot - D,4.29,0.0020736358231464164,1,4.29
Lemon Ginger Tumeric & Coconut S,3.29,0.0015902708294059929,1,3.29
Birthday Cake - Booster Ball,0.0,0.0,2,0.0
Candy Cane - Booster Ball,0.0,0.0,2,0.0
Chocolate Chip - Booster Ball,0.0,0.0,8,0.0
Monster - Booster Ball,0.0,0.0,8,0.0
Oatmeal Coconut - Booster Ball,0.0,0.0,2,0.0
Chipotle Chicken Wrap,17.58,0.008497556589956642,2,8.79
Pesto Chicken Panini,17.58,0.008497556589956642,2,8.79
Chicken Quesadilla,8.79,0.004248778294978321,1,8.79
Chipotle Chicken Panini,0.0,0.0,1,0.0
Egg White & Cheese Wrap,5.69,0.0027503468143830092,1,5.69
Drink - Bottled Water - 500 ml,32.37,0.015646524847377503,13,2.4899999999999998
"""Protein & Co"" Bar",7.38,0.0035672336538043244,2,3.69
Condiments (Retail/Merchandise),0.0,0.0,2,0.0
Caramel Cashew - Protein & Co,0.0,0.0,1,0.0
Chocolate Peanut - Protein & Co,0.0,0.0,1,0.0
Mango Teazer - TB,14.97,0.007235973956294138,3,4.99
Allergy: ,0.0,0.0,263,0.0
No Mango,0.0,0.0,1,0.0
